reduced_dim_0,reduced_dim_1,label
11.265209,3.0155225,9
2.7801518,2.0286226,6
4.8918333,7.116783,3
3.5744765,1.9139663,6
11.512395,3.7645123,9
12.006716,2.956817,9
12.1864395,0.00985421,4
6.783696,6.5435033,8
3.2037094,1.5465293,6
3.748915,1.6495341,6
11.356479,9.790777,1
12.668926,0.7044594,9
6.5944777,3.4435697,5
8.92926,9.057303,2
3.205375,1.8192984,6
5.240485,7.198433,3
11.787351,1.0575048,4
12.997605,1.2492994,9
11.974262,9.227183,1
0.5562538,4.7452087,0
11.371043,1.8750045,4
7.9983315,10.767128,2
7.243409,6.172244,8
6.204062,4.769442,5
12.129226,0.7144621,4
11.266619,0.69113964,4
12.154363,0.52202713,4
10.98428,0.9602685,4
6.558862,6.4983664,8
7.9140973,11.011453,2
12.302091,-0.15771309,4
4.911957,5.1533976,5
12.6797695,2.1064892,4
4.8997703,6.9529405,3
11.333944,9.913965,1
4.8353815,6.5677037,3
5.374102,5.124563,5
11.767954,2.3032413,4
8.11086,11.084187,2
10.744264,8.215758,1
11.219384,10.27989,1
8.616822,9.025537,2
12.119877,10.365358,2
7.828007,6.2222996,8
8.091749,9.206447,2
12.054756,4.1875396,7
-0.38198966,5.383171,0
12.454142,1.2314368,4
-1.006053,4.3457775,0
3.2809112,1.8086939,6
4.103526,7.193562,3
4.6995277,5.7589655,5
8.432637,10.367437,2
8.918104,10.558043,2
4.7975516,5.59976,5
10.687258,7.9891043,1
10.903795,8.591365,1
10.808689,2.1481242,4
4.8099904,5.114316,5
7.928925,10.258926,2
9.0626335,9.488395,2
12.536675,1.7691511,9
4.6983175,6.9553814,3
4.3074837,2.1460376,6
8.415331,10.433265,2
12.943488,1.1603496,9
13.237552,0.77151734,9
5.727794,4.6691756,5
5.28894,7.8498216,3
10.335929,2.3369489,4
6.3987913,6.7684774,8
13.622697,2.661801,7
5.1576695,8.520761,3
4.843641,6.5315323,9
14.459023,2.7064657,7
13.191688,2.346416,9
11.49913,2.493138,9
-1.4676391,4.7083964,0
10.577303,7.567549,1
8.025492,6.2240133,8
-1.0842668,4.3963275,0
5.890531,5.4792757,5
1.9754802,1.310787,6
-0.8509733,3.8631847,0
10.872225,10.227488,2
6.9985924,6.615628,8
-1.5988815,4.381075,0
1.0895914,0.61026704,6
11.458865,11.071371,7
12.0048065,11.194577,1
6.2642303,6.097479,8
4.111483,7.1070795,3
6.7689457,6.6165695,8
7.99726,11.0551815,2
11.405198,3.1246588,9
12.721361,0.6639912,4
6.1016364,5.188816,5
-0.63321483,5.04848,0
11.328044,7.9088387,1
8.106204,11.167907,2
10.819223,7.788975,1
3.860332,6.371739,3
11.743836,10.132724,1
14.075011,2.9150736,7
8.4306,6.310384,8
6.9397283,6.1702166,8
12.21257,10.563978,1
6.1916366,5.7243176,8
6.7066054,6.0549045,8
13.056535,0.24417941,9
12.814784,1.6561905,9
6.336645,6.145969,8
5.4934874,6.567494,8
-1.4224515,4.108365,0
10.56362,7.525857,1
5.015384,5.011628,5
12.962394,4.197481,7
10.146224,1.8471454,4
5.2476544,7.636172,3
12.095616,3.8349016,7
11.758579,1.2472466,4
12.030209,1.1690683,4
12.476016,0.054112047,4
11.263246,8.271915,1
10.8464575,3.463231,9
7.7331333,9.789863,2
7.918411,11.141158,2
11.617614,10.761104,1
6.3725677,4.4986234,5
-0.90548193,5.374073,0
11.515331,1.6170253,4
3.2670672,1.8687775,6
4.876072,5.0910664,5
11.2353735,7.713808,1
3.241041,1.3154525,6
1.860725,1.6164848,6
6.754788,6.2299166,8
4.5759735,8.253441,3
9.236723,9.503388,2
7.567621,10.267423,2
6.3601346,3.85067,5
8.650203,10.134708,2
8.278879,6.3687854,8
11.439911,8.646623,7
3.7034476,1.5106003,6
0.4216171,4.808862,0
9.080689,10.115178,2
11.1569,3.7487595,9
11.313888,2.506483,9
0.94357735,4.6742783,0
5.90223,4.7377906,5
4.4284554,7.3571267,3
12.806286,1.1463805,4
4.473447,7.3223543,3
4.401899,7.3708982,3
1.2264307,0.8579691,6
12.160895,4.13293,7
8.223659,9.121856,2
12.942653,3.3706863,7
-0.79784125,4.6185617,0
5.3139596,5.321471,5
13.028853,-0.16533498,9
0.022660194,3.6336513,6
7.156925,6.001102,8
-1.0694841,5.039842,0
11.151541,10.510189,1
5.9854503,4.547673,5
12.508323,2.4501376,9
-1.4554899,4.030446,0
10.239729,6.3150735,6
13.834965,3.7126021,9
8.180296,10.022176,2
12.966401,3.7959197,7
12.179832,10.646454,1
4.716013,7.3771243,3
12.180188,-0.06919343,4
13.93677,3.2571564,7
8.286994,6.3199406,8
6.068836,6.462582,8
11.660625,4.075786,9
11.454171,2.8938184,9
4.759384,5.7187963,5
0.33722398,4.472148,0
12.260484,2.5568495,9
2.9265325,1.4289228,6
2.7789328,1.1842597,6
10.612232,6.79181,1
13.790351,2.9565384,7
12.647418,0.8463319,9
11.019671,1.8550018,4
5.932496,6.1644373,8
5.9326367,4.7001247,5
11.70895,11.389083,1
12.194095,1.6087273,4
13.654214,4.0419636,7
13.232805,3.4914937,7
0.39534676,4.7950506,0
7.6992364,11.129346,2
9.435387,10.366,2
12.245756,1.6217139,9
6.5778117,3.5839496,5
13.345749,4.3757725,7
11.914567,11.461408,1
-1.0636885,4.6665907,0
12.571019,2.0726237,9
6.337139,4.1249223,5
12.247024,-0.43739378,4
4.141283,5.850174,5
-1.4700763,3.8001106,5
14.480575,2.9176607,7
10.540149,6.695588,4
11.234471,2.809556,9
2.8172455,2.1552703,6
4.433021,6.6396356,3
4.031738,5.900548,8
11.695186,11.860127,1
11.3742285,8.394127,7
6.364253,5.859948,8
4.1744924,6.897397,5
11.059687,1.8835019,4
3.3480184,1.4580399,6
12.70357,1.8225012,9
8.489964,10.308234,2
4.405912,6.72228,3
-0.86153924,3.8137167,0
12.606412,5.051948,7
12.190589,4.265082,7
10.473592,6.618497,1
10.834134,3.7235894,4
4.155437,5.994031,5
7.6557875,8.564125,3
11.779773,2.6857522,9
0.25604433,4.4895864,0
12.306916,3.7928193,7
10.94796,8.643244,1
4.869683,5.898357,3
10.270241,2.2090425,4
0.19099408,5.355479,0
13.031434,4.156127,7
14.242084,2.8514948,7
13.003293,-0.10586048,9
14.535998,2.7577107,7
6.034911,6.3077188,8
5.5219507,8.01304,3
12.229464,1.1103969,4
7.14383,6.172521,8
11.043373,2.600857,4
11.19219,9.04499,1
4.8340144,7.988666,3
13.0667095,0.024421865,9
-0.045773707,4.023948,0
12.102765,-0.22821505,4
0.09809619,4.8322916,0
4.938481,8.220871,3
12.519177,0.79556054,5
11.174929,1.4689184,4
3.9286737,6.200063,5
12.030638,4.3063965,7
-1.466261,3.8309143,0
7.1719966,7.09998,8
-1.004703,5.12607,0
-1.3257391,4.3620563,0
8.132394,11.065664,2
2.4092417,0.79107565,6
1.424929,1.0829272,6
12.345666,-0.11975246,4
12.595775,3.5624177,7
3.6212313,1.9614117,6
11.159777,7.4954944,1
12.037392,1.9875654,9
3.5637891,1.6407596,6
-0.33289173,3.5324965,0
5.427054,4.0620117,5
6.5690155,6.6843376,8
13.684706,4.004346,7
11.803478,10.453971,1
5.6773453,7.2878566,3
13.0218315,0.94322777,9
11.664708,11.662308,1
-0.82267845,5.329624,0
4.37094,6.049827,5
7.47658,10.745429,2
-1.6367018,4.6367874,0
2.7135909,1.5243905,6
11.512125,9.273146,1
10.870893,8.498924,1
6.1894817,6.495966,8
2.0470273,1.3745741,6
-0.41770494,4.89761,0
-0.527046,4.6001954,0
2.3601284,1.5291252,6
-0.68870634,3.7464325,0
9.974903,2.6275194,4
12.955722,0.8016334,9
11.913941,2.5079226,9
12.101006,10.982803,1
11.181433,10.087165,1
-1.3295676,4.393076,0
7.787919,11.169186,2
6.1426144,4.912631,5
5.6483746,8.371269,3
-0.953765,4.5431433,0
12.475737,1.4530687,9
11.199589,2.6870198,9
10.302115,2.291473,4
4.839724,7.2134466,3
13.509992,2.970769,7
12.295627,0.94281197,4
4.2934537,5.3646507,5
-0.8545145,5.4319816,0
11.703382,9.862163,1
11.677519,2.3120506,9
10.326548,6.319615,1
12.318191,0.9512505,4
2.0054836,1.4047754,6
6.3872957,4.1759324,5
9.327312,10.242283,2
3.8027241,2.5344696,8
10.685374,8.131052,1
12.580348,4.9949374,7
13.2134495,2.9785469,7
-0.73258275,3.7744205,0
3.5441165,2.2147243,6
-1.0029042,4.4995346,0
3.515679,2.1132374,6
12.591796,0.80226874,4
11.340744,9.587771,7
11.670129,4.396131,7
4.4179215,7.9503536,3
11.124454,10.511487,1
13.078073,0.39393276,9
-1.1389138,4.862384,0
4.1129923,1.5146137,6
5.465538,4.752057,5
10.693278,1.6684783,4
10.860548,8.58185,1
6.621042,6.5502114,8
1.822731,0.9308963,6
6.4384756,3.4259074,5
7.529702,10.889855,2
4.2609534,5.8533254,5
4.6173224,7.991934,3
10.636912,6.4787316,1
3.1509206,1.5359443,6
3.6921017,1.7635102,6
7.1506987,6.0931454,8
13.052618,4.2198195,7
8.354096,6.5678563,8
11.236149,3.7277203,9
3.980416,6.2184095,5
5.646529,7.9747996,3
12.129251,2.7300708,9
11.837602,2.4218216,9
13.26944,3.2247953,7
11.647525,10.733421,1
12.400577,4.1216655,7
12.726006,4.442324,7
7.541641,6.527722,8
4.9886303,5.8258104,3
7.7766633,6.587882,8
9.890683,2.6457,8
8.041503,6.097734,8
-0.66151005,5.0139847,0
6.6032257,3.6085312,5
11.405679,9.219019,1
11.461266,1.5025722,4
6.725961,6.327764,8
13.049972,0.3698161,9
-0.20684765,4.6207814,0
2.1864703,0.71250045,6
7.7223086,6.3952227,8
11.690713,11.87368,1
4.0751095,2.142792,6
14.035605,3.8594167,7
11.906442,4.722529,7
5.7118783,5.975423,5
9.378191,10.013726,2
4.9356675,6.923882,3
0.02602149,4.2781,0
13.660049,4.0811977,7
12.775181,0.6836994,9
1.9285498,1.6496892,6
7.6388884,7.101334,8
7.9442577,10.2037325,2
10.546226,7.2712936,8
0.118394114,4.654665,0
2.459112,1.791264,6
12.743732,1.0706165,9
12.03187,2.4349303,9
11.337129,8.655882,1
12.450182,0.76337135,5
4.5286508,6.1135597,5
10.960096,3.544758,9
10.419666,1.3119344,4
11.189407,0.29859507,4
12.920426,-0.20485616,9
0.49720886,5.0169315,0
-1.0955931,3.669547,0
4.640999,5.343363,5
2.064655,1.7700518,6
6.3477755,6.697089,8
2.139123,0.65068334,6
0.07051243,5.314304,0
0.48842967,4.383607,0
5.5577006,8.010788,3
5.02723,6.3117843,5
-1.5241685,4.3010383,0
8.31456,6.510707,8
4.661855,6.2551904,9
11.943553,4.5918827,2
7.515014,10.980395,2
10.338768,2.4443104,4
6.210316,3.3168843,5
11.597651,10.890904,1
1.9964229,0.76402664,6
10.469809,6.5566387,1
13.644156,4.3271923,2
11.432023,3.5527928,9
12.1994505,-0.5537514,4
-1.1417489,3.7658029,0
12.009542,2.5632179,9
10.478541,7.249402,1
3.7571375,1.9802586,6
11.485088,10.7389965,1
0.2341391,4.6309114,0
6.0978165,4.3265834,5
12.913238,-0.28686222,9
12.691108,4.9838963,7
8.16228,11.180771,2
7.70606,11.00885,2
11.782129,10.573723,1
10.118409,1.944612,4
12.217548,4.457445,7
13.311789,3.1579766,7
7.982879,10.762493,2
11.633882,10.182845,1
11.54151,9.519484,1
12.980231,4.8255696,7
-1.1998227,4.4196095,0
9.267877,9.797652,2
7.7610507,11.083643,2
2.6090329,1.53173,6
5.528904,7.521063,3
0.44472668,4.5920887,0
8.341347,5.9888515,8
13.713241,3.726606,7
5.8731356,6.4361835,8
12.172185,2.4280381,9
11.24485,1.5923648,4
8.721789,10.618483,2
11.731049,11.592812,1
0.37072432,5.5147543,0
-0.9706912,3.734532,0
5.7945795,3.602122,3
12.106164,2.6181087,9
8.565094,6.8691964,8
10.100805,2.642664,4
4.2358937,6.46487,3
8.836528,9.530458,2
11.138323,4.309654,9
13.790492,3.0976813,7
14.069297,2.6088104,7
11.26385,1.8644507,4
5.1106377,7.100976,3
13.228545,3.8887565,7
1.3611478,0.70188427,6
14.002947,2.9258487,7
11.798128,10.874693,1
1.8275478,1.0909529,6
11.206301,1.6125736,4
13.460842,4.5913367,7
11.347857,1.9233836,4
6.384763,3.2106948,5
9.377641,9.497155,2
10.949759,3.7076316,9
13.4569,2.8175855,9
7.744915,6.265256,8
4.575033,6.7125463,3
6.6443486,3.1323125,5
7.4828973,6.8197627,8
11.551297,10.651143,1
8.9049635,9.499948,2
10.746763,8.143582,1
12.262967,2.6110415,9
5.033582,8.426567,3
11.225129,0.95671207,4
13.630257,3.4223,7
10.452736,2.3128026,4
12.5069685,4.2687697,7
10.062073,2.56365,4
-1.0449405,4.400391,0
4.556725,4.978654,5
11.991306,9.680438,1
12.218151,0.9842939,4
11.71032,1.341013,4
13.335137,3.4187305,7
4.248944,6.682943,3
5.0859756,7.6032653,3
10.795322,0.66913456,4
8.207901,9.037128,2
8.425827,10.370811,2
11.929191,11.194967,1
12.020519,2.9255521,9
9.3701935,10.264075,2
11.189889,10.395561,1
-0.24796575,4.5490613,0
11.614198,10.069394,1
12.273935,0.95239854,4
5.944294,3.7459972,5
8.425843,5.9442754,8
-0.37425858,4.696472,0
-0.12674992,5.5442085,2
12.906432,1.2778137,9
5.968062,6.4444346,8
4.6849675,5.8570604,5
5.809558,7.7366967,3
13.014602,1.5000145,9
10.034904,2.6185849,4
6.4249177,3.7716835,5
11.192341,10.294508,1
5.7342715,7.193272,3
11.731683,2.3687792,9
10.454868,6.472634,1
8.0000725,10.128703,2
6.6512923,6.025971,8
6.9974055,7.034219,8
10.84476,8.516963,1
1.9523883,1.030381,6
8.261875,10.414638,2
8.576429,6.3357863,8
-0.06592313,3.8884048,0
6.3622737,6.232969,8
0.30804074,4.678141,0
12.11094,4.7535524,7
13.314691,4.188952,7
11.850941,0.9445118,6
8.831435,9.684462,2
12.802555,1.2726792,9
5.632319,3.998357,5
12.045191,4.832617,7
5.64622,6.5716906,3
1.3216252,0.9263764,6
13.342814,4.5643225,7
11.722595,4.5203233,7
7.7376485,11.198981,2
12.714259,3.3093576,7
-0.5277953,5.5022225,0
11.315614,1.2772694,4
8.005988,10.598991,2
11.380181,0.5111406,4
13.106353,-0.009983424,9
5.698015,7.489099,3
7.65477,9.829334,2
11.989898,4.897971,7
3.8055289,1.9073662,6
7.5977397,11.0613575,2
1.4923229,1.0405859,6
6.5858,5.9376097,8
11.3576355,0.73296267,4
11.751952,-0.16186613,4
3.7296698,1.5771801,6
-1.7113897,4.1621294,0
-0.88951373,4.4102182,0
13.573633,2.680157,7
6.740982,3.750492,5
6.5172915,6.048559,8
11.076878,3.9251254,4
2.077508,1.6616944,6
-0.7171684,3.5837543,0
1.7908937,0.7261175,6
14.298502,2.2813873,7
14.370284,2.7189813,7
5.9765644,3.5030117,5
10.653871,2.4595091,4
13.061573,1.8100502,9
12.154014,4.9744544,7
1.27986,0.9915147,6
7.05005,6.0700426,8
-1.4485849,5.142608,0
7.4956903,6.432612,8
11.545744,4.436621,4
5.7411795,4.6853223,5
5.1243896,8.279493,3
-1.5336199,4.333614,0
12.90526,0.44303375,9
-0.69246817,5.408719,0
0.22254683,4.0623937,0
6.6929584,6.614096,8
11.396144,3.1141298,4
-1.0161889,4.312441,0
5.4603314,4.4960656,5
2.9181502,2.1186688,6
12.950202,1.3394386,9
12.504652,5.0084815,7
4.1699266,2.1226687,6
11.750161,11.452362,1
13.689639,4.1588254,2
2.8154972,1.8604115,6
8.078637,6.072699,8
12.801845,4.82637,7
5.840797,3.6917038,3
10.681923,7.931855,1
4.704437,7.5597835,3
8.29904,8.818195,7
2.677514,1.1990596,6
5.7077236,3.6868331,5
7.5980015,6.6938567,8
8.334031,5.9035664,8
11.230762,8.560868,1
6.3924117,4.3830633,5
11.24069,0.71673304,4
10.580711,7.729306,1
11.122519,10.268007,1
6.672208,3.8824089,8
9.914911,2.6859722,4
7.9713273,10.024386,2
4.0515494,5.7144237,5
5.2292495,5.527043,5
12.833568,3.387189,7
12.087443,4.7541695,7
10.628319,1.6167965,4
2.0246873,1.5940338,6
13.245473,4.6345663,7
12.282917,1.624344,9
12.362338,2.0643802,9
12.405435,0.12774625,4
9.275678,10.32149,2
5.7284575,6.494273,8
12.998456,1.6232212,9
5.6055837,4.72463,5
4.1062264,6.3493137,8
9.142645,9.583943,2
7.3974056,6.1457114,8
2.5218592,0.78146535,6
12.356878,-0.42299825,4
9.13602,10.290074,2
10.737277,8.255731,1
0.17928296,4.8591757,0
12.931558,0.23262113,9
14.41157,2.5598764,7
13.029759,0.46201172,9
12.29995,4.0399995,7
2.7365932,1.2249207,6
0.716452,4.2431974,0
6.423734,6.2755713,8
3.054272,1.2142781,6
5.3537683,5.8515635,8
5.736504,3.7852743,5
3.7366126,5.600074,5
7.0970764,6.1378207,8
4.9090624,8.352791,2
3.9838078,1.9378843,6
4.4679847,7.282663,3
8.660151,9.034873,2
12.192943,2.3081877,9
8.669989,10.772337,2
5.3991785,8.329893,3
-0.36468834,4.374963,0
4.7823987,7.5901947,3
7.938995,10.348223,2
10.5701475,2.3206575,4
12.983331,1.3655015,9
11.040949,10.428614,1
4.2512193,5.8125305,5
13.985981,2.5507133,7
6.1214232,5.4019113,8
10.729384,8.039131,1
8.526384,6.294221,8
12.16051,-0.26963687,4
12.787675,2.0049784,9
11.772991,11.294022,1
5.3002186,8.120952,3
11.743433,8.972807,1
1.0143785,4.4100513,0
3.8920858,6.2295184,5
6.74093,3.1172798,5
7.894407,6.5249395,8
-1.3480729,4.6956277,0
11.913131,0.49811247,4
12.2327585,4.5444217,7
11.40311,3.6602275,9
12.632942,-0.124052025,4
8.238183,9.690919,2
-0.35862064,3.5231223,0
11.759643,11.563188,5
6.0163884,4.5185237,5
-1.1217858,4.417251,0
11.5271435,11.447077,1
1.8993533,1.5857443,6
12.668466,5.0538135,7
4.253677,7.8690476,3
4.9616246,7.468592,3
1.8223519,0.7028985,6
12.5077305,0.47183764,4
11.555527,9.061275,1
5.763959,6.511573,8
10.66731,8.003099,1
13.271818,3.6318705,7
7.882502,9.769725,2
-1.1270962,3.6942847,0
7.898044,6.3900094,8
11.496078,2.948432,9
-1.0498205,3.68009,0
4.35638,6.8564615,3
11.253152,8.643831,1
11.796243,4.4513636,7
12.811494,1.3423575,9
-0.29509988,5.4945574,0
2.3958635,1.4467523,6
6.42713,3.2774353,5
7.613058,10.891653,2
8.555657,10.583313,2
7.911878,6.613432,8
13.72785,3.8948207,7
3.1536317,2.0435143,6
12.210562,10.498483,1
5.15088,8.50454,3
-1.0697545,3.6344845,0
-1.0597906,4.2095394,0
13.00869,-0.15915431,9
12.47937,3.2466455,7
11.151925,8.737201,1
12.236246,2.440111,9
6.1580276,5.144348,5
-0.6063443,4.708445,0
12.910209,0.45330727,9
0.5520766,4.5908294,0
5.228894,7.3513083,3
7.5361257,10.100666,2
11.862073,2.8172982,9
6.8706465,6.06777,8
11.613112,8.232858,1
11.670086,10.813162,1
-1.3019447,3.7210197,0
6.916143,6.212178,8
8.415579,6.866831,3
9.036628,9.383727,2
7.9654,10.705098,2
-0.6188851,5.2607822,0
0.058453288,4.72456,0
2.4376047,1.3524009,6
1.3022103,1.0992979,6
12.116305,2.666182,9
13.569796,2.960931,7
10.59768,7.1853437,1
12.646729,5.117391,7
11.778693,10.42296,1
6.3030114,3.2521906,5
1.9859494,1.4566034,6
6.0832505,6.3053823,8
11.80069,0.45462033,4
4.792585,6.3372636,8
13.234479,4.225026,7
12.264392,4.870281,7
8.207846,6.2676044,8
4.9178667,7.502121,3
11.942711,2.113364,9
4.771034,7.424584,3
3.6657367,2.2288792,6
0.8739782,4.691422,0
-1.5781871,4.9833665,0
13.739722,3.0078773,7
8.28477,8.805342,2
4.1967235,6.7310777,3
4.9618816,8.197879,3
5.742548,6.980487,3
4.1204424,1.4799016,2
11.437048,7.8171673,1
8.345962,8.406956,2
11.623901,3.150093,9
5.0526485,5.303228,5
12.7093,1.758216,9
6.945954,6.1795483,8
-0.8851995,5.1091294,0
11.092027,1.4547462,4
7.631177,6.8252993,8
3.0519357,1.245776,6
11.916179,2.9208758,9
10.818731,1.8916557,4
13.591698,3.1552665,7
8.725773,9.70303,2
0.5305124,4.476231,0
12.078202,9.904391,1
-0.4361735,3.8380368,0
11.615909,10.132579,1
-0.6734564,3.824523,0
4.4082694,6.666997,3
3.2362132,1.9279855,6
-0.5345282,5.630843,0
13.036676,-0.009015099,9
5.38074,4.206363,5
5.887282,6.425887,8
12.729277,0.19356492,9
6.337622,6.5508223,8
8.4245,8.721103,2
12.590067,4.834836,7
7.627072,9.754587,2
12.676937,5.0810447,7
7.6145053,6.6966114,8
11.473338,5.082463,7
0.49426818,4.7106643,0
5.15982,6.8106475,3
4.089698,7.239769,3
3.6309366,1.8082798,6
12.480963,1.0555842,9
4.260146,5.7150664,5
8.390519,10.1778555,2
4.3396864,7.9793344,3
11.892465,0.729218,4
11.483039,10.233398,1
5.711331,4.7291636,5
10.443742,6.7460895,1
11.507827,3.9346826,9
4.3723574,7.9683714,3
2.2358027,1.5816717,6
9.124061,9.75716,2
8.793759,6.5121503,8
12.586224,4.7643876,7
5.5529056,4.947427,5
11.994589,1.8058915,8
8.818586,8.309268,2
6.5067687,6.4464703,8
8.191874,7.115331,8
8.685592,5.7992253,8
13.020805,1.234944,7
3.4181821,2.2641506,6
6.399565,6.6311216,8
11.402734,7.917649,1
7.831811,10.163394,2
7.4146037,9.896598,2
5.4368734,8.1452265,3
10.781766,7.191107,1
8.627899,5.9455824,8
3.7565207,2.2834504,6
7.042037,7.04627,8
6.664711,6.040453,8
-1.4432901,5.060889,0
0.43641412,4.3275385,0
3.9935021,7.432098,3
6.22751,6.1799293,8
11.584465,4.0528617,4
4.9256873,5.6857886,5
0.19279695,4.7964582,0
8.621392,8.85825,2
12.055915,9.828295,1
12.663847,1.221404,9
8.181724,11.145109,2
7.7709727,6.1201544,8
6.663631,3.3612635,5
10.458144,7.5763235,1
8.006082,10.924875,2
13.593277,4.3123755,7
1.3881959,0.7831839,6
11.0567875,8.102704,7
11.654763,11.628956,1
11.362658,10.78107,1
11.199181,7.906681,1
10.589329,7.4948983,1
11.821092,0.61541116,4
11.273687,9.291318,1
5.283422,7.8331623,3
11.301495,5.4419074,7
7.3104186,6.7495837,8
9.474608,10.347914,2
3.9032457,1.2615921,6
5.9889426,4.009285,5
11.6974535,11.093802,1
10.613041,7.7736993,1
-0.87069416,5.121674,0
8.114774,9.94622,2
8.181116,6.2370086,8
5.833418,4.281288,5
4.6277246,5.7630653,5
12.600908,0.49555343,4
8.447339,6.671421,8
4.9523067,5.029291,5
4.549558,6.065735,5
11.008975,0.5026424,4
11.310721,8.685975,1
-0.2624593,5.175519,0
13.429706,4.5658545,7
3.5746772,2.0884616,6
7.950827,9.758579,2
4.471406,7.5030355,3
11.383269,10.013704,1
10.560054,6.5381517,1
8.228371,6.829157,8
5.329263,4.8777223,5
13.112312,0.1477306,9
5.1318874,8.399212,3
4.9821935,4.8454003,5
4.5374374,6.7345986,3
0.46708515,5.298087,0
8.287592,9.584557,2
13.33349,4.6200767,7
3.753815,1.1475688,6
5.9846425,6.479069,8
12.385324,0.120457955,4
13.031968,-0.14202172,9
5.536587,7.399146,3
2.9452915,2.2269363,6
5.774702,7.9881773,3
12.05922,4.8716335,7
-0.5854749,4.773009,0
10.777337,1.9394329,4
11.725514,2.573528,9
13.7707815,3.9530268,7
11.60777,8.274704,1
11.905248,10.168111,1
7.712511,6.7135105,8
11.432531,9.985259,1
7.4633374,10.501718,2
13.190781,3.600251,7
6.040779,3.7891204,5
5.114577,8.4271345,3
5.5550857,5.9441533,5
2.4975338,1.0164436,6
11.385578,10.074628,1
3.7273684,1.27044,6
8.279227,6.147059,8
8.525757,9.008013,2
4.651125,7.36648,3
7.716851,6.7654037,8
4.8637543,5.1997685,5
2.104862,1.5564017,6
12.975801,0.71761334,9
11.237293,4.071019,9
11.919283,4.92321,7
11.196466,3.4876842,9
5.8989,5.5316205,5
5.4376607,6.6502743,3
4.5757666,7.925761,3
13.253564,3.9252682,7
11.603746,2.622808,7
1.6270903,1.0132157,6
8.854875,9.994157,2
7.976662,11.184774,2
12.113294,2.1021519,9
13.845224,3.2355013,7
2.2585545,1.4886639,6
12.082191,4.2088957,7
13.041873,3.7316296,7
-0.86591506,5.673971,8
10.67296,7.0537763,1
12.152686,1.2166668,4
8.172533,6.0958333,8
4.2830396,6.860256,3
4.810526,8.177587,3
4.171819,5.9279575,5
8.253553,6.000257,8
14.307468,3.2349904,7
10.590248,7.434392,1
13.460301,4.6101103,7
9.321354,9.319522,3
13.337479,3.1442432,7
4.888099,5.053664,5
12.978401,1.5524617,9
0.9064834,4.432793,0
12.539144,3.565824,7
8.785578,9.407314,2
9.037422,9.318366,2
12.035552,4.3778853,1
13.03492,0.4959617,9
2.626015,1.1078881,2
8.611233,9.1319475,2
-0.77278674,5.640716,0
5.6729627,4.8663692,5
-0.22373894,4.7436,0
10.995122,1.7993217,4
11.068935,8.18281,1
6.5212812,3.4957058,5
11.24555,5.3492265,7
7.5632553,6.2853913,8
11.513362,2.6410396,9
4.106155,1.7251883,6
2.420006,1.4415017,6
4.929712,7.295568,3
4.377024,7.3056135,3
13.679813,3.1752064,7
13.17624,4.3266983,7
11.355591,3.6438081,9
1.5981926,1.0290779,6
6.412301,3.4943273,5
4.3795733,7.782874,3
10.808465,2.0809867,4
11.822089,0.89548796,4
2.9906862,1.8174274,6
6.6364746,3.171027,5
0.8059017,4.524129,0
2.6876752,1.6954733,6
11.603712,11.604293,1
11.095639,9.13265,1
5.2331285,7.4057865,3
