reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,label
9.830349,8.348952,6.831654,7.9715104,5.1310472,1
11.544456,3.4832397,7.34877,5.3125095,7.2374554,9
6.9791765,6.1198325,6.324982,3.9509068,4.0405707,5
8.598472,7.870549,8.218802,7.006686,3.6674454,2
3.7020679,6.452297,3.2837238,5.4224014,5.515967,6
6.203865,8.122784,7.767273,4.7096353,5.9114933,3
11.693045,4.0121326,6.508954,5.902891,6.888993,4
11.572944,3.7673757,7.5921965,5.765778,7.039135,9
10.022104,8.83845,6.4166994,7.748297,4.6763115,1
1.9235466,5.8865933,6.829927,4.5379143,4.675604,0
11.835588,4.1776667,6.643192,5.3438935,6.1146255,4
7.9937487,7.082223,9.159239,6.926521,2.393583,2
7.9965234,8.390077,6.9925876,3.7004306,5.437323,8
7.0113244,6.826635,6.3177953,4.115022,5.289925,5
11.593537,3.7338371,6.6926684,5.9060144,7.2272835,4
11.887826,3.427051,6.339867,5.314406,6.759676,4
11.3807745,3.599025,6.770184,5.4532795,7.28308,4
12.025365,3.5539973,6.205726,5.322108,6.4759035,4
7.645402,8.23285,6.987624,4.1359816,5.9462934,8
7.9228396,6.9386735,9.292911,6.7869897,2.140121,2
11.5351515,2.9526489,6.792242,5.8145905,7.735953,4
6.003169,7.3597736,6.827353,3.9854703,5.626164,5
11.625582,4.2000246,7.0476675,6.1281524,6.5932508,4
6.0507812,7.950878,7.630675,4.4232106,5.9421525,3
9.899379,8.242989,6.8219876,7.9038777,5.2786937,1
6.2480617,8.30478,7.6892166,3.897458,6.7172656,3
6.4410143,7.2812524,6.770636,4.0759006,5.4816256,5
11.663581,4.6808834,6.737183,5.700041,6.0211935,4
7.9913087,6.592457,9.168459,7.1249185,2.3836594,2
10.125429,8.617596,6.5667458,7.444624,3.4032443,1
9.773526,8.228082,6.8397636,7.8608394,5.6932616,1
8.743674,7.7395487,8.457271,6.796611,3.2872105,2
9.393652,8.974418,6.7220683,8.199739,5.45535,2
8.436197,8.550761,6.845223,3.8664973,5.160919,8
8.331142,7.6551695,8.710344,6.6662273,3.1833363,2
11.503253,5.2933874,7.654729,6.3482876,4.6187687,7
1.2941014,5.463572,7.245308,4.55012,4.020242,0
11.349059,4.178589,6.9632926,5.7970347,7.154551,4
0.56630135,5.291569,6.825021,4.4681516,4.7602787,0
3.7694504,6.476802,3.2680585,5.4215436,5.460695,6
5.494628,8.277535,7.8892226,4.1246734,6.2466497,3
5.949334,7.669244,6.9534335,3.9044585,6.1176353,5
8.213451,6.9336166,8.85031,7.2724357,2.9753807,2
8.512975,6.595477,8.75175,7.302239,3.0768325,2
5.9256725,7.6222873,6.8626466,3.8854065,6.0598025,5
10.070957,8.364473,6.754592,7.3821726,3.0942948,1
9.89842,8.561006,6.7830596,7.7315054,3.6608448,1
12.009245,4.291516,6.2340794,5.242372,5.6041875,4
5.999343,7.1912265,6.736652,3.7369921,5.7073145,5
8.032111,7.4172873,9.044317,6.934183,2.66337,2
8.567168,7.542953,8.432071,7.337445,3.572238,2
11.578809,4.2789946,7.29517,5.512777,6.667653,9
6.1932592,8.54505,7.95614,3.679906,6.392054,3
4.7007384,6.8109,3.449279,5.5734153,5.0622063,6
8.232102,6.9127207,8.936527,7.2275405,2.8457363,2
11.65152,3.6358836,7.650734,5.5485663,6.991367,9
11.47681,3.3922067,7.730674,5.8537645,7.352059,9
6.5990367,6.881804,6.4418826,3.894933,5.293922,5
6.330114,8.341034,8.062399,3.9441953,5.341522,3
12.17816,4.2739067,5.9076266,5.239756,5.2813582,4
7.4101467,8.473243,7.1421547,4.2527676,5.9036784,8
11.261047,4.2987127,8.381668,6.751556,6.1170554,7
6.0969043,8.136111,8.105095,4.1667943,4.787608,3
6.30862,8.240885,7.64202,3.951216,6.74148,9
11.588397,3.40058,8.601415,6.6369543,6.19196,7
11.374953,4.378796,7.884483,6.4278536,6.37947,9
12.036982,4.39675,7.0863605,5.1531053,5.5944624,9
0.342575,5.0207143,7.000809,4.44695,4.301207,0
10.139629,8.265,6.7159476,7.1643744,2.8138475,1
8.49559,8.526597,6.7936816,3.9174638,5.1323953,8
0.46025115,5.384188,7.074832,4.317348,4.6957045,0
6.9345593,7.3793383,6.6713457,4.07512,5.9416847,5
2.7874744,5.8590255,2.7923505,5.628105,6.162748,6
0.4327682,5.4940243,6.791214,4.1724305,5.233081,0
9.577109,8.0758095,7.037639,7.6873937,5.5650735,2
7.6731644,8.388269,6.980155,3.9675913,5.556524,8
0.10964457,4.950612,6.874755,4.37648,4.516287,0
2.156427,5.3093743,2.6352632,5.411473,6.427301,6
9.543743,8.605765,6.6531806,7.873534,6.422089,7
9.345856,9.07914,6.475257,8.011446,6.3391776,1
7.5498834,8.226398,6.9641805,4.099959,6.546949,8
5.4775276,8.042473,7.6469183,4.188043,5.9753504,3
7.569619,8.034455,6.833619,4.490953,5.547684,8
7.9790854,6.8856072,9.249041,6.9709144,2.1193345,2
11.925625,4.4460535,7.2619157,5.2347093,5.1699047,9
11.32096,3.6350791,7.169416,5.920578,7.592776,4
7.102191,7.238037,6.5740047,4.241767,5.5084915,5
0.9879989,5.507349,7.277759,4.3897567,4.291095,0
10.373553,8.0068445,6.741616,7.310212,3.6075659,1
7.9859514,6.655825,9.260098,6.987217,2.1692922,2
10.173555,8.203795,6.724743,7.286225,3.1191354,1
5.4577312,8.129188,7.504647,3.6696222,6.7779727,3
9.872589,8.608677,6.6227264,7.9788475,5.444177,1
11.555596,3.894505,8.613373,6.7521515,5.9480944,7
8.8319,8.464019,6.7375736,4.261775,4.8491445,8
8.067741,8.43513,6.9184346,4.115386,6.139014,8
9.390104,9.007415,6.6548495,8.212263,5.722746,1
7.335192,7.8065076,6.7836814,4.175348,5.863707,8
7.9832644,8.360794,6.9691787,4.1112924,6.337462,8
11.338537,3.2611113,7.4734607,5.7020593,7.7291307,9
11.467802,4.274847,7.383126,5.845215,6.8027105,9
7.65046,8.139654,7.01317,4.361223,6.5164475,8
6.7100897,8.388183,7.361033,3.862262,6.2959056,8
0.1154326,5.163995,6.9241304,4.24555,4.7985115,0
10.161272,8.259761,6.704746,7.123529,2.770004,1
6.0592284,7.3104787,6.745879,4.0444956,5.5083504,5
11.400866,4.9282613,8.382761,6.6296663,4.6574287,7
12.312771,3.6800728,6.064206,4.9887443,5.41286,4
6.3617926,8.520963,8.161439,3.8943844,5.734278,3
11.529711,5.1736665,7.5814095,6.322615,4.937543,7
11.601928,4.0665064,6.4980145,5.6678658,6.755733,4
11.436211,4.186341,6.670446,5.2404323,7.134744,4
11.421682,3.1367133,6.9216733,5.8024073,7.7939157,4
10.250136,8.339856,6.624462,7.4641724,3.7121682,1
12.079636,4.5434933,7.073351,5.1554146,4.614297,9
7.643275,7.181083,8.929254,7.2518134,3.3608763,2
7.856499,6.7426248,9.336555,6.7998056,2.061661,2
9.753236,8.676062,6.536747,7.848265,6.0653315,1
7.0420527,6.55763,6.1688366,4.0653424,5.1158843,5
0.8594176,5.2042456,7.2554584,4.5489283,3.9233534,0
11.731637,4.2766438,6.500195,5.7771645,6.4238806,4
3.7970276,6.500864,3.2961867,5.4672217,5.520857,6
5.9387317,7.267026,6.7993345,3.9049008,5.597041,5
10.425239,8.129273,6.5989504,7.206756,3.3349884,1
3.6313176,6.3571815,2.7612324,5.6896596,5.4153223,6
3.0084622,5.8924165,2.9447253,5.5826454,6.48002,6
7.8477206,8.418401,6.986479,4.1730905,6.2695856,8
5.6530395,8.269599,8.099465,3.921628,5.255205,3
8.955386,7.1440363,8.417542,7.2314405,3.6450312,2
7.5690928,7.1007905,9.1044235,7.2588806,2.964394,2
6.8422956,6.2778363,6.320133,3.8679304,4.414392,5
8.302769,7.0055027,8.814178,7.329749,3.1775694,2
8.624689,8.486622,6.7269673,4.0122075,4.817107,8
10.156617,8.401863,6.6340775,7.6268964,4.128435,7
4.0015717,6.542964,2.8877952,5.575138,5.1867704,6
1.8520025,5.870917,6.9164743,4.4946356,4.6087446,0
8.680115,6.911683,8.59689,7.345562,3.3082132,2
11.898632,4.8874207,7.000377,5.478853,4.610988,9
12.089692,4.209569,7.1387925,4.944889,5.5971203,9
2.2605999,5.9541817,6.563857,4.6552005,4.789689,0
6.7631392,6.8118386,6.3399463,3.9703898,5.354902,5
5.822195,8.594641,8.162107,3.783981,6.1896677,3
11.428614,3.8827143,7.36333,5.687554,7.3034687,4
5.823513,8.560429,8.138984,3.6990244,6.2137227,3
5.7191057,8.488264,8.102141,3.7165122,6.1145053,3
2.3586726,5.3552065,2.5481124,5.4079523,6.467884,6
11.478999,5.275224,7.7314835,6.415203,4.696084,7
8.411644,7.74865,8.544471,6.6802564,2.9502497,2
11.420801,4.8687296,8.258909,6.722222,5.337872,7
0.77774036,5.545401,7.1895084,4.2315288,4.5951824,0
6.409118,7.228073,6.655496,3.735474,6.001461,5
11.578557,2.7555356,7.524219,5.493622,7.5925336,9
1.1415999,5.6139097,6.358645,4.4413075,5.2925305,6
8.0973,8.396787,6.9414554,3.6949968,5.7787037,8
0.69482154,5.2391133,7.2428308,4.519203,4.1065717,0
9.664217,8.2900915,6.8354926,7.9082513,5.89603,1
6.7865973,6.97261,6.5672755,4.172502,4.91563,5
11.627702,4.6080923,7.343291,5.8371677,6.197061,9
0.08734538,5.096456,6.7883396,4.281562,4.863153,0
10.534206,7.688803,6.6455235,6.1983542,2.327308,6
11.7936,4.130205,8.495867,6.4533606,5.338634,9
7.9431014,7.203765,8.916754,7.2552795,3.168005,2
11.773018,4.665159,7.984587,6.3355284,5.1286254,7
9.382654,9.011237,6.642765,8.206476,5.797447,1
5.9319677,8.382345,8.002482,4.3637104,6.113159,3
11.5509815,3.023313,6.7480416,5.589475,7.602747,4
11.705391,4.0744276,8.539322,6.693687,5.656511,7
8.836807,8.499335,6.7340665,4.231665,4.974992,8
7.2678785,8.329402,7.1370645,4.2020054,6.262866,8
11.715002,4.8834634,7.6111155,5.667595,4.59528,9
12.011861,4.4635506,7.336617,5.135382,5.348308,9
6.0684867,7.656124,6.8273244,3.6417913,6.4512424,5
1.7288222,5.8331227,6.7913666,4.529674,4.7546906,0
11.629252,4.684058,7.1226206,5.7244263,6.053417,9
3.6976612,6.2695975,2.638717,5.7724843,5.7600145,6
3.3655689,6.1406484,2.6200724,5.625184,5.6858935,6
10.544211,7.8957415,6.5961747,6.5427537,2.5983217,1
11.306585,4.257866,8.551432,6.7984715,5.861483,7
11.561247,3.51161,7.356525,5.272148,7.176688,9
12.012287,4.0535917,6.4948153,5.1733174,5.861311,4
7.112283,8.193993,6.963287,4.0307083,6.331933,8
6.7562327,6.87232,6.393724,4.01444,5.263422,5
9.405027,8.957591,6.403571,7.6351633,6.616315,1
11.601775,4.169503,6.999415,5.501931,6.706239,4
11.771172,4.2584033,8.558455,6.612008,4.9599338,7
11.445503,4.7207937,8.372245,6.8010283,5.3186784,7
1.7832935,5.746611,6.7540054,4.610578,4.648927,0
7.675751,6.6449647,9.311508,7.121073,2.2794664,2
8.788092,6.4963193,8.475822,7.3413277,3.5142379,2
11.67399,4.115091,7.209537,5.35491,6.6369944,9
6.957135,6.130775,6.360591,3.8952568,4.182241,5
11.721865,4.5952764,8.508422,6.6013074,4.5552783,7
9.136744,9.040742,6.573947,8.0107,6.5389085,1
0.4469081,5.359066,7.184804,4.3482738,4.538107,0
11.500873,4.528893,7.137138,5.808354,6.5543003,9
6.890971,6.457386,6.345676,3.8650692,4.851193,5
11.60765,2.6130495,6.9172583,5.569097,7.692369,4
5.554437,7.7490845,7.048879,3.588685,6.4507318,5
0.06254336,5.0174108,6.6060433,4.312645,4.983422,5
11.634203,3.4811332,8.6593895,6.670988,6.0096188,7
10.429882,7.7532663,6.77902,6.5048985,2.4721181,4
12.058611,4.352602,7.124618,5.0169053,5.3637424,9
3.8248742,6.375917,3.1464999,5.7923613,6.1565914,6
5.9564085,8.370007,7.7609897,3.7830114,6.8149533,3
5.4908934,7.8901157,7.1019225,3.6653867,6.4305763,8
9.118857,9.011526,6.4903536,7.707302,6.96874,1
10.212231,8.27276,6.685272,7.500696,3.9241092,7
7.682329,8.092594,6.9608006,4.0386596,6.4763856,8
5.5399795,7.916518,7.492209,4.204869,5.9325585,5
11.959667,4.316049,6.1398582,5.6087914,6.0399575,4
3.7610714,6.352721,3.0070982,5.3183064,5.3215404,6
11.431766,4.4568343,7.2624474,5.7876744,6.7373476,9
8.254959,6.938061,8.890895,7.291373,2.956544,2
5.878715,8.479799,7.8655744,3.6736495,6.6776457,3
0.58709675,5.390467,6.632419,4.3670225,5.151103,0
11.778542,4.817971,8.103032,6.15962,3.8937771,7
11.497998,5.290445,7.800364,6.4651575,4.6138005,7
10.447405,7.803664,6.7164073,6.3870673,2.3186815,1
12.066461,4.5783367,6.4929028,5.3157353,4.6010904,4
5.6900783,7.8774443,7.1183696,3.599644,6.658186,5
6.6014237,8.163132,8.060659,4.4709287,4.64429,3
11.903394,4.4873605,7.3085847,5.3646054,5.7735124,9
1.67307,5.6947675,6.643958,4.627544,4.775319,0
11.197117,5.3915687,7.84944,6.5766983,5.0343065,7
9.931397,8.589718,6.736635,7.721821,3.7051709,1
6.018854,7.7275176,7.2841563,3.8416216,5.8666916,3
12.289036,3.9841752,6.2212467,5.103544,5.277599,4
1.7193305,5.6060333,7.0304465,4.671126,4.1776752,0
11.88628,4.5192566,8.133063,6.2604938,4.7400923,7
11.588083,3.722597,8.709907,6.800118,6.0252333,7
11.5602665,2.738834,7.4784923,5.4824266,7.558475,9
11.615505,3.3994908,8.653838,6.664744,6.1260695,7
7.2608414,8.166817,7.1334095,4.241092,6.462202,8
6.536189,8.402229,7.993749,3.8631623,5.2608213,3
11.434321,4.1698318,6.816846,5.8716025,7.0921474,4
7.8093734,8.343668,7.0365753,3.676948,5.4263864,8
11.861136,4.6871643,6.5035815,5.6526337,5.583259,4
9.829754,8.486781,6.790657,7.8245935,4.266099,1
5.8438497,8.333874,8.081649,4.160439,5.4842677,3
11.522047,2.893256,7.6164827,5.6179447,7.550824,9
1.2345113,5.73495,6.6563516,4.383649,5.187849,0
11.648737,2.7980158,6.7260675,5.69037,7.6589923,4
1.5779848,5.740238,6.958038,4.5381413,4.5574584,0
5.92537,8.310115,8.235823,4.0772157,5.162075,3
11.299677,3.5224705,7.1406417,5.740941,7.11428,5
11.943431,3.9842534,6.2415085,5.40925,6.3550496,4
5.5384355,7.9977775,7.316821,3.5928879,6.8316245,5
11.227975,5.534724,7.82665,6.4609203,4.488283,7
0.14109312,5.0025625,6.494834,4.3544617,5.019165,0
7.7672615,8.50815,6.9693837,4.577674,5.30288,8
0.7545748,5.2489657,7.264087,4.4638243,4.049206,0
0.25680897,5.168409,7.015793,4.331028,4.574989,0
8.018297,6.6579742,9.211133,7.04181,2.2832072,2
2.9987514,5.9025297,2.4518287,5.5311327,5.651843,6
2.5245194,5.6481643,2.737319,5.606426,6.371824,6
11.491707,3.0992208,6.7932863,5.825797,7.762462,4
11.183526,5.2490296,7.940204,6.7071815,5.3677216,7
4.1517453,6.5537596,3.1738124,5.537742,5.47337,6
10.435908,7.9195137,6.692338,7.159823,3.2948895,1
11.944252,3.9125345,7.4923177,5.064006,6.243929,9
3.9690838,6.505179,3.0025618,5.5363483,5.374423,6
0.89459187,5.6112432,6.435451,4.309655,5.5066476,0
6.1462536,6.8246107,6.8570504,3.947163,4.625458,5
7.526347,8.341087,7.0859127,4.381221,5.9147186,8
11.546209,4.310323,8.736511,6.7143936,4.9197717,7
9.7971115,8.85139,6.387671,7.747228,5.8173566,1
6.681595,8.258942,7.9550815,4.4306316,5.845948,3
11.3438,3.7519822,7.4266872,5.6890016,7.431888,9
9.08488,8.873119,6.674989,7.9221015,6.6907063,1
0.94169235,5.2808156,7.2467318,4.5449204,3.9790647,0
5.8477964,7.856248,7.0674834,3.6101704,6.6576395,5
7.454001,7.0131774,9.309918,7.179934,2.4944386,2
0.26505145,4.84406,6.83383,4.481608,4.3019648,0
3.3875697,6.247737,2.9489474,5.6284575,5.8373065,6
9.755302,8.716633,6.768468,8.03137,4.483658,1
9.9354925,8.514292,6.7766557,7.6671286,3.5642354,1
6.8861394,7.97034,6.9228764,3.9550526,6.0632215,8
3.1093833,5.821609,2.6772213,5.50547,6.2375827,6
1.1417236,5.4477663,6.9869585,4.587338,4.3978157,0
0.9889712,5.626642,7.119993,4.2908845,4.6376348,0
3.303506,6.0480394,2.8668299,5.593071,6.171962,6
0.67038673,5.537329,6.6573286,4.2556777,5.307814,0
12.236424,4.23027,5.8906507,5.130029,4.9008718,4
11.165938,3.745642,7.380591,5.7200723,7.6220627,9
12.03834,4.158559,7.594715,5.178344,5.7495174,9
9.2511835,9.063782,6.6182504,8.188955,6.1568227,1
9.754691,8.150957,6.9025545,7.869627,5.5064454,1
0.35720938,5.0994015,6.835965,4.450824,4.6037645,0
7.7320843,6.6136317,9.297666,7.110435,2.2757432,2
7.018425,7.048181,6.424839,4.198553,5.3318124,5
6.6130767,8.09891,7.84546,3.9924831,4.6880603,3
0.6290157,5.5035048,7.141335,4.2033687,4.6993027,0
11.823518,3.5132654,7.6845083,5.286492,6.7119894,9
12.039504,4.3119817,7.050381,5.131926,5.3400106,9
12.194696,4.227657,5.827275,5.2859454,5.3616943,4
5.9870634,8.412328,7.9686217,4.0455728,6.210017,3
11.290684,4.481927,8.426596,6.8219786,5.818727,7
11.356873,3.984774,6.894678,5.3020654,7.3835907,4
5.5596037,7.5731735,6.9518833,3.9374664,5.886458,5
0.93567544,5.2103615,7.2525315,4.5626698,3.8744028,0
9.970786,8.578464,6.6036925,7.9205966,5.2234206,1
11.944546,4.2647333,7.1118565,5.221555,5.691832,9
10.596181,7.625352,6.707331,6.1483374,2.2485316,1
11.350058,3.9775102,6.8926997,5.317824,7.38915,4
3.1580205,5.8201447,2.756008,5.440353,6.2998724,6
6.963334,6.449294,6.169695,4.049351,4.8028607,5
8.724289,6.6111126,8.544779,7.3695908,3.4543078,2
4.570382,6.769469,3.5520785,5.71539,5.7142196,8
10.049084,8.48725,6.704697,7.4796257,3.251389,1
11.820123,4.7428827,8.049122,6.0573177,3.967161,7
11.464206,4.483791,8.097554,6.534492,5.8194675,7
0.6660268,5.5430145,6.7270546,4.254214,5.230194,0
4.2072473,6.58067,3.2702374,5.695091,5.7555,6
0.54985803,5.3502765,7.0322113,4.3854585,4.6311297,0
4.1269593,6.5681515,3.244592,5.570194,5.562444,6
11.407738,3.7477062,7.123661,5.3200245,7.413177,4
10.0284195,8.145632,6.80971,7.769594,5.0673094,7
11.693359,5.1811876,7.2584743,5.9795136,4.498912,7
5.488402,8.332669,8.145152,4.1331377,5.6020694,3
9.676346,8.258901,6.8249946,7.867514,5.99395,1
11.282914,3.323278,7.489065,5.663624,7.7704844,9
0.5289354,5.2341704,7.176115,4.3815246,4.2848067,0
4.3086233,6.6264715,2.9907098,5.4733863,4.887968,6
6.3715754,6.9834676,6.5398808,3.9417517,5.2797403,5
12.16362,3.7578607,6.357707,5.054915,5.823236,4
9.905966,8.412099,6.854755,7.65676,3.622712,1
7.68193,8.316807,6.9471803,4.325251,5.9459066,8
2.7061958,5.635677,2.6575546,5.297161,6.13761,6
6.811526,6.2727237,6.3280244,4.015778,4.0798674,5
7.5492077,6.9697027,9.333538,7.158943,2.3218775,2
5.7644763,7.712566,6.990384,3.582434,6.571236,5
5.6820693,8.292966,8.077142,4.143664,5.4737234,3
10.566578,7.656101,6.715076,6.3842955,2.5065508,1
3.8315659,6.3947697,2.7347348,5.8055067,5.642299,6
4.189032,6.61667,2.9946191,5.703004,5.344426,6
8.206758,8.494228,6.9061427,3.875486,5.9943833,8
11.639853,4.685276,8.303192,6.432081,4.6273723,7
8.794247,8.48288,6.7455463,4.4107027,5.006918,8
11.861376,4.9433947,7.0008774,5.531221,4.7174616,9
5.616966,8.007556,7.3378005,3.6049054,6.860007,5
6.4165726,8.251719,8.093625,4.6150117,5.3299675,3
11.630188,4.7602386,7.0412445,5.774337,5.8720026,9
11.867767,4.4036484,7.226178,5.312652,5.9048576,9
11.400372,4.612238,8.259288,6.6785917,5.657184,7
9.76711,8.71939,6.4997816,7.829902,6.059473,1
11.411536,5.2364264,7.9138365,6.48571,4.7499366,7
11.8632555,4.6911783,7.980206,6.1699796,4.453472,7
8.383688,8.552489,6.8475404,4.245493,5.55186,8
6.1838207,7.583454,6.9709444,3.7696574,6.3278227,3
8.398011,8.508445,6.786088,4.308522,5.3109474,8
12.222864,4.17795,5.9383216,5.0689793,4.824614,8
8.68561,8.435374,6.751563,3.891807,5.094502,8
0.9650287,5.378793,7.0889273,4.558614,4.2816186,0
6.989383,6.21208,6.2419214,4.005578,4.1992755,5
9.77547,8.663239,6.7935934,7.999779,4.4055786,1
11.777594,4.085365,6.4359536,5.4282975,6.448675,4
7.637367,8.40993,7.0601788,3.8323898,5.993963,8
11.295722,3.3504279,7.4429097,5.773371,7.715578,9
1.2184159,5.6102543,6.923753,4.467495,4.665547,0
2.7979825,5.746741,2.520061,5.3240037,5.724674,6
8.501476,8.592953,6.830141,4.162829,5.51506,8
9.124366,9.01879,6.487621,7.7141743,6.966201,1
4.53579,6.750745,3.3274026,5.6039686,5.2609477,6
11.876584,3.8967404,8.620944,6.502499,5.191931,7
11.891153,4.7914553,7.644023,5.8337035,4.06232,7
6.910769,8.010147,6.8870087,3.9850175,6.364919,5
8.837832,6.7609043,8.521352,7.3596816,3.6196935,2
6.2452335,8.4241,7.9287925,4.005569,6.3579144,3
1.3688613,5.67793,6.7011747,4.491725,4.928076,0
11.897658,4.1327076,8.501882,6.465696,4.970954,7
11.6184845,3.2842238,7.5197554,5.3128333,7.2060785,9
3.0282934,5.903409,2.9300985,5.600696,6.465991,6
8.045758,8.537905,6.8929453,4.655245,5.054552,8
7.9774957,7.25557,9.050291,6.972865,2.8186462,2
10.135029,8.135295,6.5157533,6.8414664,2.8389733,8
1.5431703,5.660674,6.812495,4.5761757,4.6279597,0
3.437722,6.1797504,3.0956728,5.577597,6.1354136,6
11.401448,3.8420725,7.337295,5.5761175,7.293757,9
11.835801,4.400432,7.334585,5.4213853,6.0278654,9
10.09907,8.345186,6.742758,7.650944,4.155022,1
11.208555,3.5191226,7.097142,5.8117633,7.108423,5
6.034162,7.892336,7.084466,3.6425812,6.739741,5
12.021026,4.5652227,7.3201747,5.253808,4.4975805,9
12.316512,3.4044306,6.216013,5.003176,5.761504,4
12.045363,2.9838727,6.331979,5.337548,6.8221793,4
