reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,reduced_dim_5,reduced_dim_6,reduced_dim_7,reduced_dim_8,reduced_dim_9,reduced_dim_10,reduced_dim_11,reduced_dim_12,reduced_dim_13,reduced_dim_14,reduced_dim_15,reduced_dim_16,reduced_dim_17,reduced_dim_18,reduced_dim_19,reduced_dim_20,reduced_dim_21,reduced_dim_22,reduced_dim_23,reduced_dim_24,reduced_dim_25,reduced_dim_26,reduced_dim_27,reduced_dim_28,reduced_dim_29,label
7.591867,6.8610687,8.597982,2.9135032,7.028954,4.706274,4.568771,2.7117345,5.193838,4.1029353,3.5254648,7.1555443,5.148916,5.9908032,5.6420293,6.708346,4.557931,5.5007725,4.812229,6.302869,5.2617726,5.3328123,4.6253724,6.425559,4.05766,5.389652,4.836349,6.645326,5.442931,4.842827,8
11.927061,3.85232,6.3663607,4.688642,4.7799664,7.0350165,4.8364687,3.2449636,4.798469,3.5897355,3.3350542,6.9628797,5.0427837,5.703945,5.669861,6.8171678,4.866209,5.774387,4.706641,6.2104716,5.185267,5.4055505,4.821,6.499685,4.3298626,5.4023347,4.86322,6.6485023,5.2203984,4.697131,4
11.3504505,3.5687692,6.6391354,4.593937,3.1896446,5.476436,4.9883957,2.368339,5.6995096,4.2092104,3.3868742,7.4671574,4.984585,5.918236,5.678519,6.8770227,4.7493987,5.8483253,4.7026987,6.266122,5.072676,5.3587494,4.8561745,6.686288,4.37988,5.3701954,4.7970686,6.69865,5.1878705,4.7245007,9
7.0763574,6.2959228,6.63516,5.869448,5.097058,6.6390285,5.0022526,3.9692204,5.510501,4.3942084,3.070474,7.307724,5.1616874,5.851694,5.6767454,6.6361647,4.826383,5.7967477,4.86349,6.121297,5.1549587,5.2671447,4.6302953,6.428642,4.2767096,5.349848,4.9906015,6.5271673,5.369307,4.655872,5
10.398152,7.783837,6.809854,3.1316984,6.3454103,6.633754,4.56825,3.3169892,4.703416,3.7939787,3.4247408,6.736145,5.118901,5.725477,5.704709,6.7184224,4.8872423,5.610318,4.7288566,6.229031,5.2845716,5.368073,4.6553845,6.3709598,4.126219,5.4065714,4.8554344,6.666798,5.278539,4.7111626,1
8.868725,8.160682,6.777923,6.2857776,4.6097946,6.635169,4.7445126,2.677793,4.840719,3.8018754,3.3591843,6.917899,4.9237514,5.733282,5.5656962,6.7776413,4.9803066,5.7322474,4.769103,6.3101163,5.2290974,5.3590283,4.722533,6.5131493,4.1593423,5.367106,4.875723,6.7101736,5.2171326,4.6721,8
11.352868,4.9515443,7.2508845,3.760019,5.288933,5.910748,4.603329,2.7541814,5.097239,3.9456809,3.4444199,7.042286,5.0640783,5.828749,5.6611404,6.7837596,4.7614646,5.6935563,4.7201843,6.2778363,5.203393,5.396731,4.7646213,6.5337768,4.2434964,5.3905015,4.8126874,6.658969,5.2536535,4.7465386,7
8.906855,8.249105,6.725449,6.1548514,4.5184565,6.5627594,4.7682033,2.6280584,4.8711247,3.8132746,3.373112,6.933117,4.921839,5.7377653,5.5751305,6.787095,4.9827743,5.733792,4.7581673,6.3070307,5.223011,5.353669,4.725116,6.5160103,4.163631,5.367603,4.8659024,6.7201266,5.2077823,4.672535,8
8.6886215,8.263284,6.6370425,6.322073,4.10498,6.377457,4.848979,2.4694738,4.99651,3.861451,3.3813126,7.018787,4.89411,5.7598686,5.576082,6.8114476,4.9876084,5.7553935,4.749947,6.312773,5.199475,5.340365,4.742343,6.5498114,4.181214,5.3624325,4.8553243,6.739609,5.190347,4.6720924,8
0.31256178,5.3012524,6.455224,5.945151,5.2159286,5.43594,5.140993,3.0770602,5.6164536,3.9360616,3.4776826,7.356945,4.962109,5.9115047,5.668454,6.622885,4.8495097,5.6864514,4.806283,6.220927,5.1991315,5.373828,4.6603622,6.4873385,4.252605,5.2969875,4.9679394,6.511598,5.494831,4.7999063,0
8.918764,8.290471,6.710382,5.58725,4.661962,6.4353867,4.7937,2.7369416,4.950082,3.8855455,3.3761637,6.9673967,4.961136,5.7574315,5.607469,6.778175,4.956475,5.7223434,4.750942,6.2819033,5.2161884,5.3382373,4.7084413,6.494885,4.16843,5.3705297,4.8598332,6.7129297,5.2198896,4.6792307,8
9.090043,6.993153,7.7236,3.0292075,5.91159,5.094467,4.686363,2.5791507,5.2498126,4.1013813,3.511119,7.1493053,5.087827,5.9290776,5.6688,6.765431,4.6898055,5.596324,4.7477965,6.283462,5.220921,5.3220983,4.6865644,6.4780545,4.118373,5.394908,4.806421,6.6951647,5.315528,4.782704,2
0.2771238,4.8702602,6.4849424,5.751199,5.5346556,5.6077065,5.098204,3.3120127,5.5969934,3.8801968,3.4529073,7.317834,4.985786,5.897925,5.696068,6.6075416,4.848941,5.686019,4.8366046,6.154784,5.2203407,5.405217,4.6508636,6.457563,4.266438,5.32086,4.9667506,6.4763393,5.5085344,4.8047876,0
7.6775856,8.05735,6.4018745,6.262725,3.7266738,6.020541,4.994519,2.442685,5.2922873,4.005174,3.3729498,7.1848693,4.898614,5.822272,5.616984,6.820036,4.9697285,5.7758117,4.752809,6.2868757,5.169326,5.3066545,4.750154,6.5718346,4.2081428,5.367441,4.858414,6.7358794,5.2032785,4.678926,8
7.160434,6.7321095,6.266057,6.1684413,4.1630797,6.3952446,5.114432,3.466504,5.60825,4.3548617,3.1444573,7.3690505,5.0685573,5.857535,5.6757383,6.7138205,4.8866925,5.833907,4.817522,6.1565037,5.1264477,5.2607527,4.684321,6.5032387,4.2968884,5.3510017,4.9460278,6.600304,5.29509,4.6492443,5
6.55364,7.1940265,6.6719685,6.3942604,4.1805944,6.1122923,5.1296973,3.3878407,5.6933,4.4617343,3.1257548,7.446072,5.0741715,5.8953123,5.649,6.6964707,4.842033,5.8086786,4.845285,6.172619,5.117518,5.233813,4.652406,6.499409,4.265822,5.3327,4.953653,6.602523,5.3274016,4.666012,5
11.304452,4.2901196,7.3499575,3.544589,4.573499,5.186187,4.702661,2.3635032,5.5288463,4.1887465,3.4759018,7.2881756,5.051487,5.9289317,5.670862,6.811138,4.673125,5.7223787,4.719387,6.2906384,5.1517324,5.370443,4.7891197,6.6067905,4.27605,5.367588,4.7764006,6.6712604,5.236478,4.775694,2
8.490645,6.831419,8.03553,2.8936703,6.2638383,4.877058,4.668637,2.62308,5.2860794,4.1334476,3.5200005,7.188149,5.114903,5.9618077,5.6658974,6.747893,4.6302967,5.5665684,4.766869,6.2861085,5.2247562,5.323931,4.6629834,6.4642096,4.113735,5.3863583,4.8111024,6.6761136,5.3643327,4.8092055,2
1.4805406,5.935664,6.4454722,5.7615404,5.1793995,5.45111,5.0882134,3.0149157,5.5760217,4.0101357,3.4512439,7.3096128,4.9782977,5.906379,5.6572065,6.647548,4.8286147,5.7013826,4.8134065,6.2368317,5.196831,5.3518853,4.6713333,6.4818764,4.2222886,5.3183336,4.972474,6.543594,5.4728613,4.80452,0
9.946606,8.010186,6.2207236,2.5517054,3.5831854,5.2841783,5.1991596,2.683701,5.7104836,4.359768,3.4604993,7.431229,5.065882,5.8957353,5.7674975,6.8508453,4.8342843,5.782579,4.6209803,6.1538057,5.059404,5.244561,4.718467,6.520559,4.3331065,5.345836,4.743405,6.7551694,5.157453,4.698493,1
6.630711,6.7135086,6.8739934,6.0891247,4.957162,6.38124,5.0327396,3.8289154,5.600383,4.4783363,3.0605032,7.384659,5.154254,5.8839498,5.6536593,6.630663,4.797024,5.784912,4.8825526,6.137682,5.142483,5.2447753,4.6120954,6.43678,4.257206,5.334489,4.9936433,6.535267,5.387309,4.6675777,5
11.760025,3.8212855,6.967063,4.9249673,4.1924086,6.0162826,4.6700974,2.6025653,5.283604,4.042533,3.3833246,7.188382,5.0012207,5.8477445,5.6418085,6.822908,4.7907662,5.795243,4.724338,6.3062143,5.1517105,5.426235,4.833371,6.6487827,4.3246,5.3945847,4.8260403,6.6636395,5.228568,4.714566,9
6.988842,8.482558,7.350906,6.3791327,3.6530194,5.3565707,5.1450644,2.609739,5.733564,4.4920597,3.2362766,7.5261464,4.989524,5.940926,5.5922627,6.7679105,4.810631,5.765187,4.816191,6.2638927,5.0922246,5.2053704,4.660817,6.5581255,4.206629,5.310828,4.8799925,6.7120667,5.279409,4.700699,3
1.4426264,5.4848866,7.1471405,5.416451,5.9731593,5.4276624,5.000753,3.3069673,5.5476875,4.0003705,3.4465575,7.2883534,5.0118513,5.931573,5.669812,6.6173167,4.7617726,5.6503706,4.8378363,6.215733,5.2091484,5.3781657,4.627313,6.461318,4.2067494,5.327841,4.973894,6.5189095,5.526897,4.8321543,0
2.4170885,5.4480615,2.387929,5.166693,4.114671,6.70721,5.0850043,3.0784566,5.446645,3.537546,3.5202386,6.9425206,4.901779,5.8303285,6.0002346,6.792315,5.2384315,5.810612,4.7286077,6.0984054,5.302387,5.4042907,4.88497,6.496585,4.289554,5.5887637,4.9173713,6.591173,5.271255,4.6878343,6
8.252722,7.3966613,8.260985,3.1522355,6.6678386,4.999335,4.5705743,2.6104405,5.093568,4.0424166,3.5183048,7.071209,5.1035547,5.9418426,5.6340938,6.7295127,4.6489296,5.5252976,4.7921057,6.311884,5.2688837,5.324829,4.6486864,6.4371758,4.0342774,5.4039855,4.8323307,6.68158,5.3777876,4.8060665,2
7.35179,7.095184,8.428351,3.0779722,6.621104,4.6639185,4.652883,2.6629333,5.300552,4.1597466,3.5273502,7.2078695,5.1285253,5.985587,5.6483307,6.721485,4.591341,5.52758,4.792948,6.2989335,5.234599,5.321275,4.622868,6.4432464,4.0945563,5.368514,4.823135,6.6614714,5.421938,4.835518,2
3.7029219,6.5504436,2.9782708,4.8084707,4.980679,6.9246902,4.9849606,3.5310912,5.421189,3.735524,3.4001539,6.884093,5.0123396,5.830272,5.9569683,6.733352,5.1304436,5.813052,4.780459,6.1010685,5.3019166,5.342682,4.738875,6.493705,4.21603,5.603542,4.9369373,6.548643,5.342243,4.674582,6
11.849664,3.158559,6.1552486,4.8620543,3.5485966,6.4529457,5.0543184,2.8669112,5.2695985,3.8351023,3.3308558,7.2682295,4.998234,5.7916923,5.685284,6.8769364,4.8287463,5.8554726,4.6914134,6.2114706,5.0995007,5.3727674,4.8696117,6.6025805,4.40286,5.384613,4.8349986,6.6813545,5.1793094,4.697793,4
0.50425977,5.231712,6.8632636,5.7371707,5.63118,5.396782,5.0930777,3.1875718,5.604989,3.9645479,3.4765034,7.348426,4.9802165,5.935715,5.674128,6.611941,4.8077817,5.6526103,4.809333,6.231172,5.1988425,5.377354,4.633851,6.488704,4.2366934,5.303067,4.968803,6.5123687,5.520436,4.8126106,0
10.094266,8.026943,6.7456064,2.9176922,6.2737393,6.489266,4.6014824,3.3044758,4.7801886,3.8392727,3.434359,6.7758427,5.1285405,5.7470574,5.7217913,6.7177954,4.8751473,5.606343,4.726719,6.218165,5.280245,5.355934,4.6497154,6.367479,4.122149,5.4116626,4.8518157,6.667314,5.284918,4.714762,1
8.856958,8.299608,6.789976,6.1010666,4.743465,6.6463666,4.7324195,2.7396338,4.820596,3.8087502,3.358956,6.897578,4.940197,5.7301073,5.573632,6.7684374,4.9777117,5.721015,4.768706,6.3021765,5.234648,5.3554387,4.709093,6.4944935,4.150872,5.36844,4.876299,6.7067156,5.2234206,4.6727343,8
11.626267,3.2679493,6.1082373,4.785672,3.2654843,6.242477,5.121507,2.7747889,5.407403,3.916501,3.3341389,7.351922,4.99052,5.8207803,5.6940494,6.889657,4.819591,5.8694105,4.6878233,6.208418,5.0784254,5.3571396,4.8727098,6.621692,4.4125757,5.3813043,4.8276534,6.692479,5.173399,4.6985016,4
2.1883955,6.040513,6.418853,5.470166,5.372363,5.5810966,5.0149226,3.134222,5.5083623,3.9648666,3.4440737,7.2324305,4.993602,5.896012,5.6918974,6.662945,4.8357377,5.7038355,4.824613,6.204813,5.218439,5.3598666,4.6826744,6.457556,4.209264,5.360746,4.96102,6.5486107,5.459496,4.800853,0
8.24275,7.2276874,8.154883,3.0739405,6.588613,5.063722,4.6069174,2.7407563,5.1383653,4.063239,3.5070376,7.099561,5.1239643,5.936,5.6505322,6.7256174,4.641262,5.5396204,4.7841907,6.2913394,5.251654,5.3326545,4.640122,6.4317937,4.0826855,5.3874745,4.8302593,6.6661243,5.387493,4.808906,2
7.0759616,5.734003,6.73298,5.2275853,5.4316773,6.4439216,4.946369,3.8870993,5.482634,4.3230753,3.1358607,7.2883205,5.16842,5.8684893,5.689299,6.6337066,4.7819095,5.760019,4.857173,6.1298313,5.168266,5.2906785,4.6381392,6.4237804,4.2663383,5.3545647,4.9723372,6.519685,5.391523,4.692014,4
11.767501,4.101903,7.4837427,3.7970111,5.1892586,5.6317735,4.506157,2.552411,5.2354016,4.043652,3.464908,7.0938716,5.0613284,5.868427,5.6515646,6.780384,4.7087674,5.700843,4.7289257,6.309673,5.2007623,5.420414,4.7866893,6.5843,4.2562833,5.3844585,4.7968397,6.6443768,5.2528596,4.765064,7
11.360242,4.1185164,7.002121,3.8927896,4.0098147,5.3433867,4.8354425,2.3911073,5.571703,4.1774054,3.4405496,7.3497324,5.0235224,5.915062,5.6780825,6.84379,4.717271,5.7750273,4.7037673,6.2737885,5.116436,5.362491,4.8155093,6.6329966,4.3214746,5.3707466,4.782887,6.688591,5.2106457,4.75018,7
11.6331415,1.8738592,6.0111914,4.5817404,2.541721,5.6946387,5.300308,2.4941504,5.839637,4.0266843,3.3636105,7.5926876,5.0036964,5.8973527,5.727211,6.908923,4.694592,5.8990097,4.694537,6.183485,5.0351124,5.3170834,4.911665,6.6527576,4.4593134,5.335564,4.7895265,6.684255,5.136508,4.7491264,4
11.903227,3.631826,6.1253324,4.7478285,4.205273,6.9301076,4.9844503,3.173147,4.954898,3.6420603,3.3202953,7.0841947,5.023802,5.72314,5.683675,6.850125,4.870146,5.8172836,4.6929517,6.193265,5.143242,5.384774,4.8438783,6.52983,4.371412,5.3978853,4.856948,6.6658874,5.1977935,4.689072,4
0.70992786,5.5695047,6.1272397,6.005237,4.904424,5.5044622,5.1538773,2.994346,5.608996,3.9363954,3.4661832,7.341645,4.9558673,5.8930817,5.6691904,6.642098,4.877971,5.715503,4.8056297,6.2126374,5.200366,5.364858,4.684202,6.4851937,4.2560472,5.307216,4.9652085,6.5230627,5.4638553,4.787399,0
10.350853,7.4517307,7.1417,3.57747,6.9281106,6.8606997,4.3894944,3.4478788,4.499176,3.6934483,3.3904326,6.6058774,5.13051,5.701481,5.6573315,6.6720552,4.866246,5.5689116,4.7830453,6.26377,5.3408065,5.399522,4.63942,6.3459015,4.071766,5.412992,4.896397,6.626888,5.3291965,4.722442,1
12.066686,2.9173064,6.123453,4.994248,3.964305,6.860219,4.997262,3.0724726,5.0566072,3.679542,3.3170247,7.1519456,5.011845,5.742376,5.6807165,6.859816,4.845277,5.841744,4.6982584,6.2026396,5.1288557,5.390531,4.8695073,6.564908,4.395394,5.389348,4.851495,6.6624746,5.1866164,4.6953163,4
8.326612,8.151879,6.567759,6.3189263,3.6090248,6.064227,4.986889,2.3956463,5.252717,4.015571,3.362864,7.1861134,4.895053,5.8067155,5.5932264,6.8279433,4.9644556,5.7840157,4.7453923,6.296715,5.1562324,5.30613,4.7484865,6.579016,4.215341,5.3505526,4.848114,6.7491894,5.183628,4.6723714,8
2.8350186,5.662831,2.3958666,5.082291,3.9864995,6.7118106,5.0790896,2.9808183,5.4133763,3.5193715,3.5433621,6.92173,4.88569,5.8417153,6.010608,6.822871,5.2641416,5.8082337,4.704289,6.105443,5.3107414,5.40721,4.9177146,6.501316,4.290757,5.6106334,4.9127207,6.618223,5.237562,4.6751337,6
1.5745498,5.8906317,6.2629743,5.719119,5.094595,5.5329976,5.07738,3.0381272,5.5443945,3.9413705,3.4665873,7.2800426,4.9706416,5.8930907,5.687213,6.6602035,4.8614955,5.708854,4.811388,6.209638,5.212023,5.3587937,4.691133,6.4664083,4.229392,5.3359327,4.952753,6.5432115,5.454169,4.7901907,0
1.7818826,5.8116565,6.6965833,5.4502673,5.5346384,5.4911056,5.0010805,3.1667538,5.4991317,3.9362462,3.4588287,7.241686,4.9953184,5.8966684,5.6927285,6.648015,4.8228254,5.6909933,4.8324614,6.202156,5.2262726,5.376173,4.6755357,6.4453444,4.210724,5.355591,4.9634523,6.530172,5.482215,4.813806,0
1.5416256,5.7430043,6.955255,5.5503645,5.707727,5.4172573,5.0290136,3.1960058,5.5641336,4.0291147,3.4339068,7.298092,5.006026,5.9243145,5.648793,6.6238933,4.7686324,5.671191,4.8356624,6.2320614,5.1986527,5.364945,4.6362767,6.4712543,4.2054415,5.3197756,4.9870806,6.5286536,5.5153933,4.83182,0
11.632439,4.1885667,6.6061277,4.7416987,4.4329224,6.481621,4.7728353,2.925849,5.068423,3.8477595,3.3587325,7.091279,5.0178366,5.7828608,5.66456,6.8239946,4.844045,5.790918,4.711525,6.2552967,5.1631856,5.4122844,4.824089,6.5792775,4.3277984,5.406052,4.846227,6.662098,5.2266073,4.698298,9
