reduced_dim_0,reduced_dim_1,reduced_dim_2,reduced_dim_3,reduced_dim_4,reduced_dim_5,reduced_dim_6,reduced_dim_7,reduced_dim_8,reduced_dim_9,label
8.8213,8.515057,6.6764364,5.8692193,4.6443105,3.2765245,4.8569007,2.9888022,4.941722,6.031058,8
8.495076,8.706657,6.6057825,5.9857416,4.198947,3.4889634,4.9632316,2.8170104,4.781374,5.945072,8
0.25604308,5.5350447,6.6194043,5.8996253,5.0633454,4.546841,4.956463,3.106034,4.273951,6.060421,0
8.7954645,8.576593,6.6751895,5.4005666,4.7928276,3.4157383,4.8649015,3.0199826,4.8909354,5.9204416,8
9.089846,7.1385756,7.660716,2.971446,5.8942294,4.752908,4.7194057,2.585738,4.7736635,5.8101864,2
0.23226558,5.1128807,6.595785,5.8101044,5.388275,4.3180947,4.8828073,3.4058373,4.3278346,6.094172,0
7.675807,8.532199,6.3911614,5.9590464,3.8082747,3.7947078,5.091018,2.7287762,4.5834618,5.8264394,8
6.840324,7.055767,6.2088356,6.1766586,4.3622828,3.6557558,5.300553,3.470974,4.3550262,5.443589,5
6.279741,7.429772,6.602105,6.4044127,4.329556,3.9655366,5.304918,3.3125532,4.1846013,5.3728027,5
11.5273485,4.7763534,7.124141,3.3936162,4.240354,4.6629095,5.1818447,2.4791934,4.7054477,5.6895576,2
8.478365,6.835789,7.9416046,2.8140073,6.2332,5.0130653,4.69978,2.574055,4.7100673,5.8061805,2
1.4689797,6.077073,6.6556478,5.676261,5.1426926,4.562036,4.9503555,2.9817598,4.3417497,5.9299097,0
9.785087,8.436567,6.0095463,2.3135707,3.7363942,4.422008,5.4214363,2.8454585,4.446204,5.1900835,1
6.3424706,6.885338,6.9023147,6.2687516,5.1974154,3.8383782,5.2051983,3.6330853,4.2521734,5.368346,5
11.990097,4.306931,6.7684264,4.759883,3.8394682,3.8915818,5.2821765,2.760216,4.9074636,5.9303885,9
6.8394537,8.877007,7.2735124,6.006267,3.702311,4.6560464,5.2905903,2.5948162,4.0445395,5.3220572,3
1.4364207,5.5840473,7.311651,5.528721,5.90991,4.4237404,4.815686,3.3201163,4.4065585,5.9666033,0
2.1937652,5.580738,2.5166814,4.9037905,4.310166,3.5444856,5.118795,3.3306613,4.7060723,6.109932,6
8.280132,7.374607,8.199026,3.1772263,6.6558695,4.846844,4.5083137,2.5761495,4.813825,5.9217377,2
7.3913655,6.9701586,8.345887,3.032868,6.6180434,5.184697,4.610522,2.5315406,4.6283255,5.814207,2
3.6559703,6.4953194,2.992066,4.678957,5.2074637,3.1309872,4.8857985,3.5516932,4.9097753,6.007125,6
11.811278,3.6201098,5.957725,4.723051,3.366923,3.4303129,5.603865,3.2463357,4.9633236,6.0739098,4
0.39953378,5.36954,7.0504017,5.7550216,5.5153594,4.535646,4.9001355,3.2246492,4.2989635,6.063797,0
10.115512,8.125248,6.706585,2.924904,6.4947224,3.3191495,4.538164,3.3912663,5.2771306,5.8980255,1
8.672187,8.578934,6.804956,5.887282,4.875856,3.2597492,4.8018184,3.0523124,4.94805,6.028123,8
11.599387,3.7565377,5.891129,4.627367,3.0707443,3.6157227,5.6802683,3.1534042,4.8470755,5.9520326,4
2.1487372,6.1254253,6.610049,5.4802966,5.3677726,4.3698483,4.925601,3.1136887,4.4499373,5.919868,0
8.355399,7.208673,8.033859,3.113332,6.6288757,4.7001724,4.562631,2.7419167,4.846188,5.9042788,2
6.792629,5.8444796,6.6926537,5.5170784,5.668512,3.7266495,5.1038694,3.750818,4.484016,5.55717,4
12.028513,4.545525,7.383775,3.7172673,4.889529,4.3381176,4.9242225,2.5674317,4.9606233,5.8867693,7
11.53971,4.575723,6.747795,3.720253,3.6901844,4.460468,5.3864403,2.598487,4.672856,5.6907625,7
11.5037365,2.337789,5.708325,4.410015,2.3364158,4.0876274,5.9742055,3.0058248,4.5562334,5.832165,4
11.76726,4.1846337,6.0098176,4.6964865,4.0760293,3.0446756,5.3904343,3.484371,5.1997776,6.2290535,4
0.6693836,5.8094325,6.278888,5.9002166,4.78977,4.4934444,4.9926243,3.0262709,4.303544,6.016426,0
10.43094,7.451324,7.1874943,3.7164965,7.039514,3.0691018,4.3769994,3.428974,5.4438443,6.1105742,1
11.957003,3.4201653,5.970298,4.920383,3.895227,3.0468724,5.467514,3.484705,5.1770525,6.2875457,4
8.15656,8.616625,6.4848824,5.9597754,3.7087677,3.7547078,5.123784,2.7227855,4.589307,5.7943783,8
2.570716,5.7796564,2.5595083,4.8605614,4.122725,3.599547,5.1875415,3.2659204,4.677356,6.0652328,6
1.6077678,6.073936,6.4447083,5.6314907,5.0495205,4.4331136,4.9910326,3.0307133,4.4086227,5.980328,0
1.7570432,5.9095583,6.9518394,5.46623,5.5799537,4.43636,4.907169,3.1496038,4.4428315,5.977736,0
1.50194,5.8150377,7.1961308,5.5748477,5.704366,4.518492,4.856539,3.1745963,4.3685827,5.9316397,0
11.7802,4.692617,6.5159163,4.6654963,4.277695,3.4471369,5.1963515,3.1079667,5.1119957,6.0713515,9
3.5044892,6.366731,2.850143,4.6401305,4.3372674,3.5123334,5.1362643,3.27931,4.774991,6.008975,6
6.5501256,8.901493,7.0861373,5.8965335,3.5782287,4.729766,5.3201156,2.57686,3.9975157,5.278035,3
3.8551505,6.616542,3.1891024,4.72312,4.8849974,3.3102016,4.975826,3.429758,4.8286734,5.9666753,6
11.674594,5.0583887,6.706579,4.2698927,4.663802,3.5638316,5.0851808,3.078331,5.123961,6.0592833,9
11.848563,4.761641,6.6505446,4.4025717,3.9678812,3.8337274,5.2925835,2.8748817,4.9362206,5.9235926,9
11.561785,2.9039083,5.7324996,4.2150197,2.4393618,4.0339518,5.9697423,3.0272958,4.5779233,5.8179526,4
7.817855,8.764872,6.643344,6.035306,3.996279,3.7703688,5.0530925,2.7689376,4.5865555,5.7966185,8
3.643912,6.346698,2.8468828,4.755069,4.7594814,3.190049,5.027293,3.4823594,4.7881327,5.9805417,6
3.906513,6.6449356,3.0256133,4.570617,5.1127906,3.2096133,4.908813,3.4813566,4.9208198,6.002773,6
9.894887,8.378647,6.283333,2.1479828,4.622475,4.230846,5.1326303,2.981075,4.6907873,5.378423,1
11.615408,3.3683267,6.199592,4.739265,2.6679473,4.1848407,5.6963997,2.7251668,4.621185,5.7489057,9
6.690772,6.4542794,6.758009,6.2347846,5.419507,3.580576,5.197941,3.8330405,4.3561177,5.4110527,5
8.71136,7.734622,7.6760764,3.0801146,5.982532,4.6378937,4.696839,2.6435199,4.750467,5.754469,2
3.4087527,6.5026565,3.2715187,4.8571987,4.902918,3.3926566,4.9414363,3.4171023,4.8139477,5.987939,6
6.527521,8.53059,6.9685616,5.464734,3.880565,4.7358847,5.3259826,2.7620804,4.0068684,5.197224,3
11.566546,3.8817942,5.791645,4.129248,2.9387531,3.7363,5.803193,3.1783044,4.759438,5.900616,4
11.724946,3.704251,6.4423823,4.3180494,2.8761008,4.393486,5.6423717,2.5988555,4.5699396,5.6888676,9
10.039234,8.807624,6.125113,2.2889798,4.9893637,3.805482,4.9755273,3.0977294,4.890587,5.520078,1
1.9881511,6.0989866,6.6989455,5.520342,5.3788104,4.4202943,4.9136133,3.0941443,4.422246,5.9146957,0
11.691563,4.135398,6.1256957,4.6387863,3.5832405,3.5056403,5.497517,3.172972,4.9638863,6.0251937,4
8.028595,6.841094,8.51422,3.104304,6.991603,5.026389,4.4376473,2.549188,4.827285,6.009111,2
8.070016,8.571638,6.8392873,6.3022337,4.2904825,3.566249,4.9831724,2.892364,4.684765,5.887564,8
6.9486523,7.208135,6.2739153,6.067172,4.3680024,3.7035842,5.2779837,3.4128385,4.3664937,5.450578,5
11.526527,3.6867156,5.8059273,4.0839124,2.720848,3.9259,5.8672194,3.0739024,4.6587944,5.8314643,4
11.676077,3.3766084,5.7797294,4.652849,3.0680919,3.503204,5.727311,3.2596385,4.879859,6.0273533,4
11.347532,3.4702303,5.8194065,4.488518,2.5851295,3.9893596,5.8351545,2.9785903,4.628774,5.798112,4
11.76324,3.4868028,5.7724776,4.6001744,3.2876427,3.3426611,5.689343,3.3717914,4.964108,6.105505,4
7.673765,8.53509,6.544248,5.989467,3.8309925,3.8704302,5.1560826,2.813126,4.4797206,5.6782136,8
8.001943,6.72376,8.638887,3.2149081,7.1473317,5.042391,4.3848643,2.5417047,4.858819,6.0722933,2
11.499384,2.8144615,5.702333,4.23799,2.317847,4.09955,5.9979606,2.9977365,4.5404882,5.787984,4
6.1507907,7.813599,6.4632573,6.242163,4.0154524,4.1091933,5.319812,3.1357682,4.1528907,5.3600616,5
11.60612,4.127178,6.1780047,3.907578,3.1904216,4.058835,5.659682,2.9300244,4.705169,5.8087263,4
6.3805556,8.380806,6.890433,5.7779045,3.7920997,4.6260214,5.3517647,2.8025465,4.0048294,5.226035,3
9.951986,8.272975,6.2871947,2.200983,4.5404987,4.244035,5.16435,2.9711425,4.673399,5.3742476,1
6.684094,8.8330555,6.8467245,6.216868,3.128921,4.5991645,5.391975,2.4986258,4.015573,5.3564444,3
6.46042,7.7502565,6.5171976,6.0759487,4.16199,4.0653596,5.300687,3.1869903,4.19824,5.3550014,5
11.538508,4.6790323,6.1633024,4.2830696,3.6218548,3.6480727,5.48158,3.1137552,4.9145565,5.9266977,4
8.019816,6.401772,8.446836,2.9510338,7.0190763,5.196426,4.5106564,2.5838563,4.797093,6.001327,2
10.066718,8.567181,6.5596843,2.555505,6.1381583,3.4850442,4.636508,3.2786589,5.1740484,5.7839475,1
9.887142,8.265868,6.1890464,2.2897167,4.158613,4.348211,5.3006816,2.90122,4.547156,5.2866764,1
8.820455,7.5141573,7.8980727,3.3886988,6.191678,4.6231847,4.579821,2.584378,4.834499,5.912501,2
9.597041,9.020834,6.0281944,1.9787586,4.2580175,4.2761183,5.1672697,2.9199274,4.6449213,5.287526,2
8.451534,8.641565,6.8021293,6.138294,4.5509014,3.3682477,4.886994,2.9504616,4.838514,5.9866405,8
8.408356,7.4935308,8.108107,3.4020185,6.3398376,4.7158656,4.5776687,2.5754614,4.769589,5.857992,2
11.530044,5.360027,7.0240107,3.7264712,4.94939,3.9629004,4.9749217,2.8615634,5.033176,5.939651,7
1.4726945,5.682748,7.335969,5.5621247,5.867741,4.485681,4.815114,3.2628028,4.364159,5.9262805,0
11.368343,4.0880995,5.956179,4.1869154,2.7354953,4.0692635,5.7823486,2.92475,4.6234713,5.738071,4
0.6306232,5.493772,6.7717505,5.6851826,5.3742127,4.4296327,4.958181,3.205477,4.4148793,6.1150727,0
3.5012941,6.546223,3.2860944,4.841097,4.92967,3.3718085,4.940791,3.4246294,4.817232,5.9795446,6
5.948347,8.832293,7.061442,6.0412045,3.5202246,4.86218,5.3673825,2.5826526,3.8792627,5.2016063,3
6.1882277,8.207851,6.438489,6.2731767,3.5973096,4.2397866,5.3463783,2.9008617,4.119507,5.3860235,5
8.278495,6.7886515,8.113903,2.8230684,6.584586,5.0386004,4.610142,2.6119225,4.7671485,5.885003,2
8.6209,6.465697,7.9371686,2.7575214,6.366309,5.0331044,4.6935353,2.6243465,4.7532225,5.8614755,2
6.1315656,8.139051,6.3983703,6.2432327,3.7262144,4.182235,5.3111734,2.9533286,4.1594014,5.411718,5
10.006307,8.330873,6.7439394,2.536685,6.344052,3.563913,4.5833483,3.281598,5.1844687,5.80652,1
9.8828335,8.52881,6.6181917,2.3033452,5.943497,3.769612,4.7047744,3.182449,5.0572658,5.6900167,1
11.726414,4.264064,6.0304937,4.6721144,3.940678,3.162784,5.4118943,3.3999217,5.1402864,6.1606164,4
6.0859118,7.7281656,6.4383693,6.489566,3.886492,4.061825,5.3545814,3.13499,4.1309395,5.3787274,5
8.061515,7.140963,8.346635,3.0872304,6.776833,4.994632,4.502865,2.5392427,4.7801976,5.925543,2
8.735824,7.464935,7.6951337,2.785858,6.077318,4.8476424,4.678383,2.5679748,4.7559824,5.7908807,2
11.614592,4.2510524,6.3205314,4.48472,3.0621598,4.0844927,5.5792933,2.7708209,4.7034173,5.754407,9
6.591304,9.029879,7.2109714,6.344754,3.399845,4.6588287,5.3141255,2.4831724,4.011256,5.371597,3
4.451448,6.8509774,3.4482694,4.6045766,5.171853,3.2082422,4.9032154,3.4851854,4.885829,5.941227,6
8.305031,6.757833,8.166826,2.826202,6.640531,5.0667686,4.583897,2.5790448,4.7763195,5.9103417,2
11.769405,3.5911565,6.4539995,4.50732,2.869363,4.339159,5.6215057,2.6012874,4.5990477,5.712197,9
11.628642,3.3501165,6.3564878,4.2589865,2.6304693,4.5357256,5.7299724,2.5580676,4.4852157,5.637451,9
6.598661,7.2839017,6.355453,6.2563,4.356742,3.766792,5.290604,3.4119344,4.2946844,5.414399,5
6.7225556,8.734302,7.5638523,6.042605,4.299277,4.5693507,5.168135,2.7482185,4.1176577,5.372183,3
11.813691,4.2052484,5.972244,4.682838,4.2843285,2.867114,5.35908,3.6170063,5.289844,6.322117,4
7.596454,8.746862,6.6799154,5.7986093,3.9542475,3.9998906,5.117933,2.7625966,4.4577017,5.646278,8
11.497227,4.417363,7.0452147,3.3627806,3.7725108,4.8897743,5.3217225,2.3577034,4.5572047,5.5844054,7
6.3599825,8.545128,7.7418075,5.8422885,4.7878375,4.6679673,5.07955,2.8734245,4.110663,5.3334184,3
6.7451415,8.749772,6.8123045,6.134301,3.1451018,4.5980735,5.4059954,2.5326903,4.0136294,5.3319945,9
11.925091,3.4715838,7.1607466,3.4794526,3.720671,4.989836,5.3040633,2.26233,4.5639615,5.615352,7
11.535236,4.440359,6.710044,3.6355796,3.4978294,4.5714216,5.4516106,2.55012,4.6072683,5.6443706,9
11.905512,4.4393177,6.469333,4.799732,3.88095,3.5768263,5.2900944,3.0001442,5.0266814,5.9820724,9
0.45634604,5.1873837,7.049602,5.722317,5.6785192,4.4167295,4.850501,3.3807518,4.3196836,6.064906,0
10.069947,8.119078,6.8800387,2.7879455,6.6209044,3.4337008,4.4984803,3.355582,5.2700477,5.896343,1
8.494087,8.595107,6.797604,6.148665,4.6012535,3.3266208,4.864172,2.9682782,4.871617,6.019539,8
0.5344181,5.54609,7.000554,5.7373805,5.414553,4.5673223,4.935656,3.1330583,4.3294706,6.0621877,0
7.030456,7.774262,6.3035355,6.0665627,3.834362,3.9149563,5.312562,3.0825326,4.310806,5.4789205,5
2.5759158,5.9693303,2.6968706,4.781601,4.439273,3.5605233,5.0762053,3.297295,4.7776294,6.0899825,6
0.4151024,5.672853,6.5618496,5.922441,4.981298,4.557687,4.9609447,3.0558138,4.2739887,6.0269966,0
9.67061,8.132498,6.3438516,2.4593039,4.2513876,4.4223456,5.2785034,2.8612812,4.522576,5.3116174,2
7.7841616,8.63664,6.7569647,6.079722,4.2348394,3.7220113,5.0200667,2.8782496,4.6023116,5.789984,8
0.26900813,5.1671367,6.9258885,5.787081,5.5514894,4.417052,4.86608,3.3645678,4.309761,6.0749965,0
1.825902,5.29226,2.4904656,4.9622593,4.388061,3.5537891,5.097124,3.3693664,4.7011523,6.1639752,6
9.753155,8.561653,5.8971577,2.3462512,3.5426118,4.41611,5.4664054,2.8197455,4.421096,5.1564636,7
9.57593,9.111809,5.6822,2.1845222,3.4974375,4.3218794,5.4101243,2.8319426,4.488918,5.1563053,1
7.749034,8.55925,6.380649,6.0122013,3.3673873,3.9410949,5.236984,2.659757,4.4378366,5.688505,8
5.8239365,8.580959,6.956699,5.999189,3.7522185,4.7299495,5.3345547,2.743344,3.9333928,5.218296,3
7.7084103,8.307493,6.5085187,5.6279745,4.23865,3.822307,5.1180797,2.9950533,4.5210176,5.6254015,8
8.038426,6.614033,8.57774,3.0573547,7.1817207,5.1193647,4.419344,2.5639398,4.855803,6.05589,2
11.877389,4.4883537,6.7453938,4.6981874,4.358017,3.6223104,5.1394863,2.9640203,5.0768533,6.0498247,9
11.372819,3.5564065,5.959794,4.118414,2.3926976,4.345098,5.9029903,2.787052,4.4703674,5.656296,4
7.084631,7.5425453,6.362356,5.9376354,4.2310705,3.8223379,5.2660985,3.258529,4.3581057,5.4607415,5
1.1181757,5.74873,7.2307754,5.6645446,5.6221647,4.6030135,4.881014,3.1207392,4.3210835,5.957206,0
10.294989,7.946523,6.6685166,2.6497085,5.918267,3.6291769,4.744092,3.2421176,5.096937,5.759082,1
8.046775,6.3923407,8.566669,3.0161953,7.157281,5.188061,4.4462857,2.5571215,4.837285,6.060333,2
10.156661,8.042019,6.756419,2.7220604,6.3120728,3.5073888,4.613884,3.325458,5.1934156,5.8314414,1
5.7992067,8.651347,6.6535964,6.5187454,3.051093,4.621886,5.426038,2.5549364,3.9242904,5.333192,3
9.953075,8.640834,6.0509677,2.163324,4.3399467,4.1628733,5.212993,2.9630618,4.6527553,5.328856,1
11.873868,3.9672682,7.237658,3.3624318,3.914706,4.9621687,5.2374887,2.2586272,4.597775,5.605394,7
8.771594,8.515369,6.790149,5.807791,4.882009,3.2735105,4.8254824,3.0788734,4.936401,5.988816,8
8.189829,8.666153,6.470706,5.9012575,3.7288234,3.7527277,5.1088495,2.713154,4.6029363,5.796728,8
9.591914,9.051912,5.963813,1.9539466,4.0836062,4.3176117,5.2165394,2.910685,4.607939,5.246248,1
7.3112507,8.050105,6.418232,5.9690332,3.9608862,3.8735995,5.2315693,3.0264409,4.3938303,5.5492854,8
8.087811,8.633538,6.4549522,5.9416275,3.565862,3.8329208,5.16673,2.6783102,4.5365233,5.753009,8
11.443307,3.1278243,6.0804267,4.41404,2.2763655,4.474226,5.870811,2.641228,4.435932,5.630499,9
11.546993,4.1878133,6.3038144,4.1978927,2.979236,4.2327285,5.641499,2.7412028,4.626277,5.71266,9
7.860522,8.483203,6.3746977,5.7389216,3.3875859,4.0311546,5.277461,2.6912649,4.39506,5.6005154,8
6.985275,8.807153,6.777593,6.2393513,3.53731,4.2342153,5.2321696,2.6315465,4.2545824,5.555902,8
0.19399261,5.315089,6.8434,5.868448,5.3575497,4.4984913,4.893454,3.2512095,4.2735777,6.057262,0
10.092082,8.123249,6.874946,2.8065803,6.6313815,3.410438,4.493806,3.362766,5.279751,5.9033327,1
6.171387,7.7499723,6.452084,6.1609154,4.1559057,4.07391,5.289883,3.1875541,4.18838,5.3688855,5
11.590739,5.0474076,7.413804,3.4941535,4.9814963,4.4550037,4.9141917,2.5495532,4.901258,5.8394303,7
11.921405,3.662822,6.031172,4.906168,4.1618586,2.9433966,5.37914,3.5429633,5.2492137,6.3318534,4
6.7700663,8.948188,7.5259757,6.100064,3.9459615,4.6703362,5.224509,2.6076202,4.0575385,5.3479548,3
11.579396,5.2269163,6.889705,3.7546556,4.6720476,3.972535,5.0759335,2.8660157,4.9895964,5.9105096,7
11.452483,4.0159903,5.830125,4.331384,3.0109644,3.696181,5.7335753,3.1682093,4.7907257,5.8937645,4
11.356271,4.04528,5.829607,4.727122,2.6338742,3.8365839,5.7574167,3.001387,4.722324,5.7899446,4
11.429463,3.0495682,5.7507486,4.238011,2.2784731,4.181043,5.98354,2.9271326,4.5111785,5.736559,4
10.172877,8.334133,6.5290093,2.5008376,5.8393865,3.6204505,4.7516255,3.2334163,5.077279,5.7098813,1
11.901293,4.5962806,6.821591,4.7838798,4.830356,3.3554742,4.983576,3.1226206,5.244903,6.196113,9
7.7986884,7.1231427,7.977766,2.8806872,6.2006316,5.0743833,4.7475076,2.5499377,4.5800505,5.703584,2
7.940447,6.536155,8.678917,3.1721847,7.2199125,5.1274514,4.3883424,2.5372643,4.850988,6.0897994,2
9.879358,8.7147665,5.851782,2.3324187,3.7709801,4.235115,5.391905,2.8754282,4.5109186,5.221324,1
6.9628625,6.9424376,6.216044,6.0845685,4.513669,3.6034844,5.2734213,3.533946,4.3976254,5.449814,5
1.0532342,5.404443,7.3947062,5.5851464,5.9452443,4.460472,4.8099837,3.3517976,4.357127,6.0034275,0
11.568969,4.2673664,5.9359326,4.2029924,3.3439918,3.6012127,5.640669,3.2116818,4.875568,5.9572654,4
3.5253558,6.546732,3.2688556,4.827369,4.8486605,3.3999646,4.9690084,3.4000387,4.8041716,5.9764147,6
6.0687723,7.7968063,6.5032854,6.265708,4.0401673,4.1328278,5.3225703,3.1430864,4.135622,5.3466477,5
10.369996,8.065514,6.6233826,2.7213597,6.1051517,3.4444296,4.6821036,3.3245327,5.1800637,5.8080106,1
3.3739216,6.4268255,2.8179667,4.5599823,5.0031657,3.3002732,4.917876,3.4294302,4.94187,6.071115,6
2.7833989,5.950379,2.6600635,4.838566,4.1572914,3.599056,5.173351,3.2608685,4.688579,6.0426416,6
8.054395,8.741147,6.512807,5.946561,3.6965876,3.8002212,5.109894,2.694501,4.5715847,5.7795987,8
5.946783,8.741529,7.608691,6.1552,4.313883,4.760241,5.1762424,2.7428744,3.9847655,5.296724,3
9.0678425,7.06413,7.6784444,2.9518218,5.9140434,4.7894454,4.718095,2.576057,4.771003,5.818367,2
7.603355,6.9471097,8.258101,2.8202846,6.6187296,5.184301,4.6257877,2.577148,4.6555114,5.801471,2
6.647128,6.642377,6.6255383,6.3062506,5.102576,3.6140044,5.2474318,3.7377007,4.3189692,5.401417,5
8.41258,6.922327,7.989947,2.765192,6.3804317,5.0357013,4.6504016,2.570187,4.737589,5.8401923,2
8.5057335,8.616387,6.8577523,6.0021634,4.844052,3.2846994,4.8141575,3.050149,4.9058847,6.0128217,8
10.103903,8.378818,6.440862,2.409777,5.511678,3.7683635,4.8506703,3.16417,4.979901,5.627075,7
3.7679226,6.598085,3.003018,4.6115346,5.1725287,3.1857963,4.883072,3.5065513,4.9252477,6.0106277,6
1.9195386,6.0749025,6.7755322,5.549219,5.416438,4.4460387,4.897318,3.0975552,4.4005713,5.899719,0
8.815493,6.7989097,7.841464,2.7703965,6.246579,4.971366,4.6591287,2.5686414,4.7905226,5.883759,2
11.778152,4.870091,6.7472906,4.545586,4.8362527,3.3720503,5.01725,3.1567154,5.2250514,6.1673203,9
11.9782,4.2502193,6.584203,5.0149384,3.9660301,3.5560884,5.230975,2.9631555,5.0538673,6.026153,9
2.305407,6.186344,6.433187,5.462841,5.2597327,4.3060293,4.9477625,3.1151013,4.485061,5.933101,0
6.773193,7.1995516,6.260112,6.188168,4.3100014,3.7175283,5.300756,3.419845,4.3294597,5.43104,5
6.2942033,9.088058,7.3411345,6.302789,3.5221066,4.788611,5.298586,2.4810781,3.9516208,5.3197765,3
11.49261,3.868497,6.163816,4.342211,2.6171253,4.298369,5.756186,2.7098284,4.548008,5.6683125,4
6.297546,9.090189,7.362169,6.3297367,3.5019863,4.800794,5.3071904,2.4691408,3.9417968,5.3162766,3
6.1256585,8.996212,7.3564034,6.3381844,3.586426,4.8078747,5.3120346,2.5231526,3.9191775,5.2886076,3
2.0258331,5.3849783,2.3996599,4.927158,4.2139606,3.5835555,5.163925,3.3106,4.667151,6.134658,6
11.551879,5.336075,7.03264,3.6862721,4.9084773,4.0167165,4.983233,2.835021,5.0170536,5.921569,7
8.509671,7.628617,7.9889703,3.3851774,6.5442367,4.586411,4.5033407,2.6778555,4.88166,5.9409885,2
11.568638,4.956638,7.16301,3.4174159,4.3855033,4.570184,5.1135406,2.484201,4.7634015,5.703153,7
0.8555096,5.7307916,7.065709,5.8075967,5.4180417,4.6125884,4.8821588,3.1030214,4.2774115,5.9386883,0
